order,family,emu_genus,emu_species,emu_subspecies,fullname,new_fullname
Piciformes,Picidae,Picoides,villosus,septentrionalis,Picoides villosus septentrionalis,Dryobates villosus septentrionalis
Piciformes,Picidae,Picoides,villosus,sitkensis,Picoides villosus sitkensis,Dryobates villosus sitkensis
Piciformes,Picidae,Picoides,villosus,villosus,Picoides villosus villosus,Dryobates villosus villosus
Piciformes,Picidae,Piculus,rubiginosus,trinitatus,Piculus rubiginosus trinitatus,Colaptes rubiginosus trinitatis
Piciformes,Picidae,Picumnus,cirratus,temmincki,Picumnus cirratus temmincki,Picumnus temminckii
Piciformes,Picidae,Picumnus,cirratus,temminckii,Picumnus cirratus temminckii,Picumnus temminckii
Piciformes,Picidae,Picumnus,limae,fulvescens,Picumnus limae fulvescens,Picumnus limae
Piciformes,Picidae,Picumnus,squammulatus,rohli,Picumnus squammulatus rohli,Picumnus squamulatus roehli
Piciformes,Picidae,Picumnus,squammulatus,squammulatus,Picumnus squammulatus squammulatus,Picumnus squamulatus squamulatus
Piciformes,Picidae,Picus,flavinucha,kumaoensis,Picus flavinucha kumaoensis,Chrysophlegma flavinucha kumaonense
Piciformes,Picidae,Picus,flavinucha,pierrie,Picus flavinucha pierrie,Chrysophlegma flavinucha pierrei
Piciformes,Picidae,Sasia,africana,NA,Sasia africana NA,Verreauxia africana
Piciformes,Picidae,Sphyrapicus,NA,NA,Sphyrapicus NA,Sphyrapicus sp
Piciformes,Picidae,Sphyrapicus,nuchalis x ruber,NA,Sphyrapicus nuchalis x ruber NA,Sphyrapicus nuchalis x ruber
Piciformes,Picidae,Veniliornis,affinis,chocoensis,Veniliornis affinis chocoensis,Dryobates chocoensis
Passeriformes,Pipridae,Heterocercus,lineatus,NA,Heterocercus lineatus NA,Heterocercus linteatus
Passeriformes,Pipridae,Masius,chrysopterus,corunulatus,Masius chrysopterus corunulatus,Masius chrysopterus coronulatus
Passeriformes,Pipridae,Pipra,coronata,hoffmannsi,Pipra coronata hoffmannsi,Lepidothrix coronata
Passeriformes,Pipridae,Pipra,coronata,miniscula,Pipra coronata miniscula,Lepidothrix velutina minuscula
Passeriformes,Pipridae,Pipra,fasciicauda,fisciicauda,Pipra fasciicauda fisciicauda,Pipra fasciicauda fasciicauda
Passeriformes,Pipridae,Schiffornis,turdinus,varaepacis,Schiffornis turdinus varaepacis,Schiffornis veraepacis veraepacis
Passeriformes,Pipridae,Teleonema,filicauda,filicauda,Teleonema filicauda filicauda,Pipra filicauda filicauda
Passeriformes,Pipridae,Teleonema,filicauda,NA,Teleonema filicauda NA,Pipra filicauda
Passeriformes,Pittidae,Pitta,(moluccensis),NA,Pitta (moluccensis) NA,Pitta moluccensis
Passeriformes,Pittidae,Pitta,brachyura,brachyura,Pitta brachyura brachyura,Pitta brachyura
Passeriformes,Pittidae,Pitta,brachyura,nympha,Pitta brachyura nympha,Pitta nympha
Passeriformes,Pittidae,Pitta,sordida,atricapilla,Pitta sordida atricapilla,Pitta sordida novaeguineae
Passeriformes,Ploceidae,Dinemellia,dinemelli,dinamelli,Dinemellia dinemelli dinamelli,Dinemellia dinemelli dinemelli
Passeriformes,Ploceidae,Passer,domesticus,comesticus,Passer domesticus comesticus,Passer domesticus domesticus
Passeriformes,Ploceidae,Passer,griseus,mozambicus,Passer griseus mozambicus,Passer diffusus mosambicus
Passeriformes,Ploceidae,Ploceus,nigerrimus,castaneofuscus,Ploceus nigerrimus castaneofuscus,Ploceus castaneofuscus
Caprimulgiformes,Podargidae,Podargus,sp,NA,Podargus sp NA,Podargus sp
Podicipediformes,Podicipedidae,Tachybaptus,dominicus,speciosus,Tachybaptus dominicus speciosus,Tachybaptus dominicus brachyrhynchus
Procellariiformes,Procellariidae,Fulmarus,sp,NA,Fulmarus sp NA,Fulmarus sp
Procellariiformes,Procellariidae,Pachyptila,desolata,alexanderi,Pachyptila desolata alexanderi,Pachyptila desolata desolata
Procellariiformes,Procellariidae,Pterodroma,externa,externa,Pterodroma externa externa,Pterodroma externa
Procellariiformes,Procellariidae,Pterodroma,leucoptera,hypoleuca,Pterodroma leucoptera hypoleuca,Pterodroma hypoleuca
Procellariiformes,Procellariidae,Puffinus,auricularis,auricularis,Puffinus auricularis auricularis,Puffinus auricularis
Procellariiformes,Procellariidae,Puffinus,pacificus,chlororhynchus,Puffinus pacificus chlororhynchus,Ardenna pacifica chlororhyncha
Procellariiformes,Procellariidae,Puffinus,pacificus,cuneatus,Puffinus pacificus cuneatus,Ardenna pacifica pacifica
Procellariiformes,Procellariidae,Puffinus,sp,NA,Puffinus sp NA,Puffinus sp
Psittaciformes,Psittacidae,Agapornis,pullaria,pullarius,Agapornis pullaria pullarius,Agapornis pullarius pullarius
Psittaciformes,Psittacidae,Agapornis,sp,NA,Agapornis sp NA,Agapornis sp
Psittaciformes,Psittacidae,Amazona,finschi,finschi,Amazona finschi finschi,Amazona finschi
Psittaciformes,Psittacidae,Amazona,finschi,woodi,Amazona finschi woodi,Amazona finschi
Psittaciformes,Psittacidae,Amazona,ochrocephala,auropalliata,Amazona ochrocephala auropalliata,Amazona auropalliata auropalliata
Psittaciformes,Psittacidae,Amazona,sp,NA,Amazona sp NA,Amazona sp
Psittaciformes,Psittacidae,Aratinga,auricapilla,aurifrons,Aratinga auricapilla aurifrons,Aratinga auricapillus aurifrons
Psittaciformes,Psittacidae,Aratinga,canicularis,clarae,Aratinga canicularis clarae,Eupsittula canicularis clarae
Psittaciformes,Psittacidae,Aratinga,nana,astec,Aratinga nana astec,Eupsittula nana astec
Psittaciformes,Psittacidae,Aratinga,pertinax,chrysogenys,Aratinga pertinax chrysogenys,Eupsittula pertinax chrysogenys
Psittaciformes,Psittacidae,Aratinga,pertinax,lehmanni,Aratinga pertinax lehmanni,Eupsittula pertinax lehmanni
Psittaciformes,Psittacidae,Aratinga,pertinax,paraensis,Aratinga pertinax paraensis,Eupsittula pertinax paraensis
Psittaciformes,Psittacidae,Aratinga,pertinax,venezuelae,Aratinga pertinax venezuelae,Eupsittula pertinax venezuelae
Psittaciformes,Psittacidae,Barnardius,barnardi,barnardi,Barnardius barnardi barnardi,Barnardius zonarius barnardi
Psittaciformes,Psittacidae,Barnardius,barnardi,macgillivrayi,Barnardius barnardi macgillivrayi,Barnardius zonarius macgillivrayi
Psittaciformes,Psittacidae,Barnardius,barnardi,NA,Barnardius barnardi NA,Barnardius zonarius
Psittaciformes,Psittacidae,Bolborhynchus,aymara,NA,Bolborhynchus aymara NA,Psilopsiagon aymara
Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,saissetti,Cyanoramphus novaezelandiae saissetti,Cyanoramphus saisseti
Psittaciformes,Psittacidae,Cyanoramphus,sp,NA,Cyanoramphus sp NA,Cyanoramphus sp
Psittaciformes,Psittacidae,Eclectus,roratus,goodsoni,Eclectus roratus goodsoni,Eclectus roratus solomonensis
Psittaciformes,Psittacidae,Forpus,xanthopterygius,flavissimus,Forpus xanthopterygius flavissimus,Forpus xanthopterygius
Psittaciformes,Psittacidae,Forpus,xanthopterygius,xanthopterygius,Forpus xanthopterygius xanthopterygius,Forpus xanthopterygius
Psittaciformes,Psittacidae,Pionopsitta,pulchra,NA,Pionopsitta pulchra NA,Pyrilia pulchra
Psittaciformes,Psittacidae,Pionus,chalcopterus,chalcopterus,Pionus chalcopterus chalcopterus,Pionus chalcopterus
Psittaciformes,Psittacidae,Pionus,chalcopterus,cyanescens,Pionus chalcopterus cyanescens,Pionus chalcopterus
Psittaciformes,Psittacidae,Pionus,maximiliani,sly,Pionus maximiliani sly,Pionus maximiliani siy
Psittaciformes,Psittacidae,Platycercus,adelaidae,NA,Platycercus adelaidae NA,Platycercus elegans adelaidae
Psittaciformes,Psittacidae,Platycercus,flaveolus,NA,Platycercus flaveolus NA,Platycercus elegans flaveolus
Psittaciformes,Psittacidae,Poicephalus,gulielmi,massaiicus,Poicephalus gulielmi massaiicus,Poicephalus gulielmi massaicus
Psittaciformes,Psittacidae,Psephotus,haematogaster,haematogaster,Psephotus haematogaster haematogaster,Northiella haematogaster haematogaster
Psittaciformes,Psittacidae,Psephotus,haematogaster,NA,Psephotus haematogaster NA,Northiella haematogaster
Psittaciformes,Psittacidae,Psittaculirostris,edwardii,NA,Psittaculirostris edwardii NA,Psittaculirostris edwardsii
Psittaciformes,Psittacidae,Pyrrhura,molinae,sordida,Pyrrhura molinae sordida,Pyrrhura molinae hypoxantha
Psittaciformes,Psittacidae,Pyrrhura,perlata,lepida,Pyrrhura perlata lepida,Pyrrhura lepida lepida
Psittaciformes,Psittacidae,Pyrrhura,picta,microtera,Pyrrhura picta microtera,Pyrrhura amazonum amazonum
Psittaciformes,Psittacidae,Tanygnathus,megalorhynchos,NA,Tanygnathus megalorhynchos NA,Tanygnathus megalorynchos
Gruiformes,Psophiidae,Psophia,sp,NA,Psophia sp NA,Psophia sp
Columbiformes,Pteroclididae,Pterocles,lichtensteinii,targus,Pterocles lichtensteinii targus,Pterocles lichtensteinii targius
Passeriformes,Pycnonotidae,Phyllastrephus,flavostriatus,dendrophilus,Phyllastrephus flavostriatus dendrophilus,Phyllastrephus flavostriatus flavostriatus
Passeriformes,Pycnonotidae,Pycnonotus,sp,NA,Pycnonotus sp NA,Pycnonotus sp
Gruiformes,Rallidae,Gallicrex,cinerea,cinerea,Gallicrex cinerea cinerea,Gallicrex cinerea
Gruiformes,Rallidae,Laterallus,exilis,exilis,Laterallus exilis exilis,Laterallus exilis
Gruiformes,Rallidae,Ortygonax,nigricans,caucae,Ortygonax nigricans caucae,Pardirallus nigricans caucae
Gruiformes,Rallidae,Ortygonax,sanguinolentus,landbecki,Ortygonax sanguinolentus landbecki,Pardirallus sanguinolentus landbecki
Gruiformes,Rallidae,Ortygonax,sanguinolentus,sanguinolentus,Ortygonax sanguinolentus sanguinolentus,Pardirallus sanguinolentus sanguinolentus
Gruiformes,Rallidae,Porphyrio,porphyrio,samoensis,Porphyrio porphyrio samoensis,Porphyrio melanotus samoensis
Gruiformes,Rallidae,Porzana,limicola,NA,Porzana limicola NA,Rallus limicola
Gruiformes,Rallidae,Rallina,eurizonoides,nigrolineata,Rallina eurizonoides nigrolineata,Rallina eurizonoides amauroptera
Gruiformes,Rallidae,Rallus,longirostris,beldingi,Rallus longirostris beldingi,Rallus obsoletus beldingi
Gruiformes,Rallidae,Rallus,longirostris,inornata,Rallus longirostris inornata,Rallus obsoletus levipes
Gruiformes,Rallidae,Rallus,longirostris,levipes,Rallus longirostris levipes,Rallus obsoletus levipes
Gruiformes,Rallidae,Rallus,longirostris,magdalenae,Rallus longirostris magdalenae,Rallus obsoletus beldingi
Gruiformes,Rallidae,Rallus,longirostris,obsoletus,Rallus longirostris obsoletus,Rallus obsoletus obsoletus
Gruiformes,Rallidae,Rallus,longirostris,yumanensis,Rallus longirostris yumanensis,Rallus obsoletus yumanensis
Gruiformes,Rallidae,Rallus,striatus,albiventer,Rallus striatus albiventer,Lewinia striata albiventer
Piciformes,Ramphastidae,Baillonius,bailloni,NA,Baillonius bailloni NA,Pteroglossus bailloni
Piciformes,Ramphastidae,Pteroglossus,inscriptus,humboldtii,Pteroglossus inscriptus humboldtii,Pteroglossus inscriptus humboldti
Piciformes,Ramphastidae,Ramphastos,ambiguus,swainsoni,Ramphastos ambiguus swainsoni,Ramphastos ambiguus swainsonii
Piciformes,Ramphastidae,Ramphastos,tucanus,aurantiirostris,Ramphastos tucanus aurantiirostris,Ramphastos tucanus
Piciformes,Ramphastidae,Ramphastos,tucanus,oblitus,Ramphastos tucanus oblitus,Ramphastos tucanus tucanus
Charadriiformes,Recurvirostridae,Himantopus,knudseni,NA,Himantopus knudseni NA,Himantopus mexicanus knudseni
Charadriiformes,Recurvirostridae,Himantopus,melanurus,NA,Himantopus melanurus NA,Himantopus mexicanus melanurus
Charadriiformes,Recurvirostridae,Himantopus,mexicanus,correctus,Himantopus mexicanus correctus,Himantopus mexicanus
Charadriiformes,Recurvirostridae,Himantopus,mexicanus,inornatus,Himantopus mexicanus inornatus,Himantopus mexicanus
Passeriformes,Regulidae,Regulus,calendula,cineraceus,Regulus calendula cineraceus,Corthylio calendula calendula
Passeriformes,Rhinocryptidae,Scytalopus,vicinior?,NA,Scytalopus vicinior? NA,Scytalopus vicinior
Charadriiformes,Rynchopidae,Rynchops,niger,intermedia,Rynchops niger intermedia,Rynchops niger cinerascens
Charadriiformes,Scolopacidae,Calidris,NA,NA,Calidris NA,Calidris sp
Charadriiformes,Scolopacidae,Catoptrophorus,semipalmatus,inornata,Catoptrophorus semipalmatus inornata,Tringa semipalmata inornata
Charadriiformes,Scolopacidae,Catoptrophorus,semipalmatus,ornatus,Catoptrophorus semipalmatus ornatus,Tringa semipalmata inornata
Charadriiformes,Scolopacidae,Gallinago,delicata,delicata,Gallinago delicata delicata,Gallinago delicata
Charadriiformes,Scolopacidae,Gallinago,paraguaiae,magellanica,Gallinago paraguaiae magellanica,Gallinago paraguaiae
Charadriiformes,Scolopacidae,Gallinago,paraguaiae,paraguaiae,Gallinago paraguaiae paraguaiae,Gallinago paraguaiae
Charadriiformes,Scolopacidae,Limicola,falcinellus,siberica,Limicola falcinellus siberica,Calidris falcinellus sibirica
Charadriiformes,Scolopacidae,Limnodromus,NA,NA,Limnodromus NA,Limnodromus sp
Charadriiformes,Scolopacidae,Numenius,americanus,parvus,Numenius americanus parvus,Numenius americanus
Charadriiformes,Scolopacidae,Phalaropus,fulicaria,NA,Phalaropus fulicaria NA,Phalaropus fulicarius
Charadriiformes,Scolopacidae,Prosobonia,cancellata,parvirostris,Prosobonia cancellata parvirostris,Prosobonia parvirostris
Charadriiformes,Scolopacidae,Scolopax,sp,NA,Scolopax sp NA,Scolopax sp
Charadriiformes,Scolopacidae,Tringa,totanus,britannica,Tringa totanus britannica,Tringa totanus totanus
Ciconiiformes,Scopidae,Scopus,umbretta,bannermani,Scopus umbretta bannermani,Scopus umbretta umbretta
Passeriformes,Sittidae,Sitta,canadensis,aculeata,Sitta canadensis aculeata,Sitta canadensis
Passeriformes,Sittidae,Sitta,canadensis,nelsoni,Sitta canadensis nelsoni,Sitta canadensis
Sphenisciformes,Spheniscidae,Aptenodytes,patagonica,NA,Aptenodytes patagonica NA,Aptenodytes patagonicus
Sphenisciformes,Spheniscidae,Eudyptes,crestatus,NA,Eudyptes crestatus NA,Eudyptes chrysocome
Sphenisciformes,Spheniscidae,Spheniscus,sp,NA,Spheniscus sp NA,Spheniscus sp
Charadriiformes,Stercorariidae,Catharacta,antarctica,NA,Catharacta antarctica NA,Stercorarius antarcticus
Charadriiformes,Stercorariidae,Catharacta,maccormicki,NA,Catharacta maccormicki NA,Stercorarius maccormicki
Charadriiformes,Stercorariidae,Catharacta,skua,lonnbergi,Catharacta skua lonnbergi,Stercorarius antarcticus lonnbergi
Strigiformes,Strigidae,Athene,cunicularia,intermedia,Athene cunicularia intermedia,Athene cunicularia nanodes
Strigiformes,Strigidae,Ciccaba,nigrolineata,leucochlamys,Ciccaba nigrolineata leucochlamys,Strix nigrolineata
Strigiformes,Strigidae,Ketupa,ketupa,aagaardi,Ketupa ketupa aagaardi,Ketupa ketupu aagaardi
Strigiformes,Strigidae,Ketupa,ketupa,NA,Ketupa ketupa NA,Ketupa ketupa
Strigiformes,Strigidae,Megascops,atricapilla,atricapillus,Megascops atricapilla atricapillus,Megascops atricapilla
Strigiformes,Strigidae,Megascops,atricapilla,maximus,Megascops atricapilla maximus,Megascops atricapilla
Strigiformes,Strigidae,Megascops,atricapilla,sanctaecatarinae,Megascops atricapilla sanctaecatarinae,Megascops sanctaecatarinae
Strigiformes,Strigidae,Megascops,choliba,crucigerus,Megascops choliba crucigerus,Megascops choliba cruciger
Strigiformes,Strigidae,Otus,scops,nivosus,Otus scops nivosus,Otus senegalensis nivosus
Strigiformes,Strigidae,Otus,senegalensis,caecus,Otus senegalensis caecus,Otus senegalensis senegalensis
Strigiformes,Strigidae,Otus,sp,NA,Otus sp NA,Otus sp
Strigiformes,Strigidae,Speotyto,cinicularia,NA,Speotyto cinicularia NA,Athene cunicularia
Passeriformes,Sturnidae,Cinnyricinclus,leucogaster,verreauxii,Cinnyricinclus leucogaster verreauxii,Cinnyricinclus leucogaster verreauxi
Passeriformes,Sturnidae,Onychognathus,fulgidus,hartlaubi,Onychognathus fulgidus hartlaubi,Onychognathus fulgidus hartlaubii
Passeriformes,Sturnidae,Onychognathus,morio,ruppellii,Onychognathus morio ruppellii,Onychognathus morio rueppellii
Passeriformes,Sturnidae,Poeoptera,lugubris,webbi,Poeoptera lugubris webbi,Poeoptera lugubris
Passeriformes,Sturnidae,Sturnus,vulgaris,vulgarus,Sturnus vulgaris vulgarus,Sturnus vulgaris vulgaris
Pelecaniformes,Sulidae,Sula,dactylatra,californica,Sula dactylatra californica,Sula dactylatra personata
Pelecaniformes,Sulidae,Sula,leucogaster,nesiotes,Sula leucogaster nesiotes,Sula leucogaster brewsteri
Pelecaniformes,Sulidae,Sula,sp,NA,Sula sp NA,Sula sp
Charadriiformes,Thinocoridae,Thinocorus,rumicivorus,venturii,Thinocorus rumicivorus venturii,Thinocorus rumicivorus rumicivorus
Ciconiiformes,Threskiornithidae,Ajaia,ajaja,NA,Ajaia ajaja NA,Platalea ajaja
Ciconiiformes,Threskiornithidae,Carphibis,spinicollis,NA,Carphibis spinicollis NA,Threskiornis spinicollis
Ciconiiformes,Threskiornithidae,Hagedashia,hagedash,brevirostris,Hagedashia hagedash brevirostris,Bostrychia hagedash brevirostris
Ciconiiformes,Threskiornithidae,Hagedashia,hagedash,erlangeri,Hagedashia hagedash erlangeri,Bostrychia hagedash brevirostris
Ciconiiformes,Threskiornithidae,Hagedashia,hagedash,NA,Hagedashia hagedash NA,Bostrychia hagedash
Ciconiiformes,Threskiornithidae,Hagedashia,hagedash,nilotica,Hagedashia hagedash nilotica,Bostrychia hagedash nilotica
Ciconiiformes,Threskiornithidae,Harpiprion,caerulescens,NA,Harpiprion caerulescens NA,Theristicus caerulescens
Ciconiiformes,Threskiornithidae,Plegadis,falcinellus,guarauna,Plegadis falcinellus guarauna,Plegadis chihi
Ciconiiformes,Threskiornithidae,Thaumatibis,gigantea,NA,Thaumatibis gigantea NA,Pseudibis gigantea
Tinamiformes,Tinamidae,Crypturellus,cinereus,cinereus,Crypturellus cinereus cinereus,Crypturellus cinereus
Tinamiformes,Tinamidae,Crypturellus,strigulosus,strigulosus,Crypturellus strigulosus strigulosus,Crypturellus strigulosus
Tinamiformes,Tinamidae,Crypturellus,variegatus,variegatus,Crypturellus variegatus variegatus,Crypturellus variegatus
Apodiformes,Trochilidae,Aglaiocercus,kingi,caudata,Aglaiocercus kingi caudata,Aglaiocercus kingii caudatus
Apodiformes,Trochilidae,Aglaiocercus,kingi,caudatus,Aglaiocercus kingi caudatus,Aglaiocercus kingii caudatus
Apodiformes,Trochilidae,Aglaiocercus,kingi,emmae,Aglaiocercus kingi emmae,Aglaiocercus kingii emmae
Apodiformes,Trochilidae,Amazilia,beryllina,lichtensteini,Amazilia beryllina lichtensteini,Saucerottia beryllina lichtensteini
Apodiformes,Trochilidae,Amazilia,versicolor,milleri,Amazilia versicolor milleri,Chrysuronia versicolor millerii
Apodiformes,Trochilidae,Amazilia,viridifrons,NA,Amazilia viridifrons NA,Ramosomyia viridifrons
Apodiformes,Trochilidae,Calypte,anna x costae,NA,Calypte anna x costae NA,Calypte anna x costae
Apodiformes,Trochilidae,Campylopterus,ensipennis,viridissimus,Campylopterus ensipennis viridissimus,Campylopterus ensipennis
Apodiformes,Trochilidae,Chlorostilbon,aureoventris,aureoventris,Chlorostilbon aureoventris aureoventris,Chlorostilbon lucidus lucidus
Apodiformes,Trochilidae,Chlorostilbon,aureoventris,berlepschi,Chlorostilbon aureoventris berlepschi,Chlorostilbon lucidus berlepschi
Apodiformes,Trochilidae,Chlorostilbon,aureoventris,NA,Chlorostilbon aureoventris NA,Chlorostilbon lucidus
Apodiformes,Trochilidae,Chlorostilbon,aureoventris,pucherani,Chlorostilbon aureoventris pucherani,Chlorostilbon lucidus pucherani
Apodiformes,Trochilidae,Chlorostilbon,mellisugus,prasinus,Chlorostilbon mellisugus prasinus,Chlorostilbon mellisugus mellisugus
Apodiformes,Trochilidae,Chlorostilbon,mellisugus,pumilus,Chlorostilbon mellisugus pumilus,Chlorostilbon melanorhynchus pumilus
Apodiformes,Trochilidae,Colibri,delphinae,connectens,Colibri delphinae connectens,Colibri delphinae
Apodiformes,Trochilidae,Colibri,thalassinus,cyanothus,Colibri thalassinus cyanothus,Colibri cyanotus cyanotus
Apodiformes,Trochilidae,Glaucis,aenea,NA,Glaucis aenea NA,Glaucis aeneus
Apodiformes,Trochilidae,Glaucis,hirsuta,affinis,Glaucis hirsuta affinis,Glaucis hirsutus hirsutus
Apodiformes,Trochilidae,Heliangelus,amethysticollis,clarisse,Heliangelus amethysticollis clarisse,Heliangelus clarisse clarisse
Apodiformes,Trochilidae,Heliangelus,sp,NA,Heliangelus sp NA,Heliangelus sp
Apodiformes,Trochilidae,Heliothryx,aurita,phainolaema,Heliothryx aurita phainolaema,Heliothryx auritus phainolaemus
Apodiformes,Trochilidae,Leucippus,fallax,occidentalis,Leucippus fallax occidentalis,Leucippus fallax
Apodiformes,Trochilidae,Lophornis,chalybea,chalybea,Lophornis chalybea chalybea,Lophornis chalybeus
Apodiformes,Trochilidae,Ocreatus,underwoodii,ambiguus,Ocreatus underwoodii ambiguus,Ocreatus underwoodii incommodus
Apodiformes,Trochilidae,Oreotrochilus,estella,chimborazo,Oreotrochilus estella chimborazo,Oreotrochilus chimborazo chimborazo
Apodiformes,Trochilidae,Oreotrochilus,estella,jamesonii,Oreotrochilus estella jamesonii,Oreotrochilus chimborazo jamesonii
Apodiformes,Trochilidae,Oxypogon,guernii,lindeni,Oxypogon guernii lindeni,Oxypogon lindenii
Apodiformes,Trochilidae,Phaethornis,augusti,vicarius,Phaethornis augusti vicarius,Phaethornis augusti augusti
Apodiformes,Trochilidae,Phaethornis,guy,corruscus,Phaethornis guy corruscus,Phaethornis guy coruscus
Apodiformes,Trochilidae,Phaethornis,sp,NA,Phaethornis sp NA,Phaethornis sp
Apodiformes,Trochilidae,Phaethornis,squalidus,amazonicus,Phaethornis squalidus amazonicus,Phaethornis rupurumii amazonicus
Apodiformes,Trochilidae,Phaethornis,superciliosus,cassini,Phaethornis superciliosus cassini,Phaethornis longirostris cephalus
Apodiformes,Trochilidae,Phaethornis,superciliosus,insolitus,Phaethornis superciliosus insolitus,Phaethornis superciliosus
Apodiformes,Trochilidae,Phaethornis,yaruqui,sanctijohannis,Phaethornis yaruqui sanctijohannis,Phaethornis yaruqui
Apodiformes,Trochilidae,Popelairia,langsdorfii,melanosternon,Popelairia langsdorfii melanosternon,Discosura langsdorffi melanosternon
Apodiformes,Trochilidae,Selasphorus,NA,NA,Selasphorus NA,Selasphorus sp
Apodiformes,Trochilidae,Thalurania,furcata,columbica,Thalurania furcata columbica,Thalurania colombica colombica
Apodiformes,Trochilidae,Thalurania,watertoni,NA,Thalurania watertoni NA,Thalurania watertonii
Apodiformes,Trochilidae,Threnetes,loehkeni,NA,Threnetes loehkeni NA,Threnetes niger loehkeni
Apodiformes,Trochilidae,Threnetes,ruckeri,dariensis,Threnetes ruckeri dariensis,Threnetes ruckeri ruckeri
Apodiformes,Trochilidae,Threnetes,sp,NA,Threnetes sp NA,Threnetes sp
Apodiformes,Trochilidae,Tilmatura,dupontii,dupontii,Tilmatura dupontii dupontii,Tilmatura dupontii
Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,couesii,Campylorhynchus brunneicapillus couesii,Campylorhynchus brunneicapillus anthonyi
Passeriformes,Troglodytidae,Henicorhina,leucosticta,prostheleucus,Henicorhina leucosticta prostheleucus,Henicorhina leucosticta prostheleuca
Passeriformes,Troglodytidae,Thryomanes,bewickii,magdalensis,Thryomanes bewickii magdalensis,Thryomanes bewickii magdalenensis
Passeriformes,Troglodytidae,Thryothorus,fasciatoventris,albigularis,Thryothorus fasciatoventris albigularis,Pheugopedius fasciatoventris albigularis
Passeriformes,Troglodytidae,Thryothorus,fasciatoventris,fasciatoventris,Thryothorus fasciatoventris fasciatoventris,Pheugopedius fasciatoventris fasciatoventris
Passeriformes,Troglodytidae,Thryothorus,fasciatoventris,melanogaster,Thryothorus fasciatoventris melanogaster,Pheugopedius fasciatoventris melanogaster
Passeriformes,Troglodytidae,Thryothorus,maculipectus,paucimaculatus,Thryothorus maculipectus paucimaculatus,Pheugopedius maculipectus
Passeriformes,Troglodytidae,Troglodytes,aedon,parkmani,Troglodytes aedon parkmani,Troglodytes aedon parkmanii
Passeriformes,Troglodytidae,Troglodytes,aedon,tanneri,Troglodytes aedon tanneri,Troglodytes tanneri
Trogoniformes,Trogonidae,Harpactes,ardens,luzionensis,Harpactes ardens luzionensis,Harpactes ardens luzoniensis
Trogoniformes,Trogonidae,Harpactes,erythrocephalus,hellenae,Harpactes erythrocephalus hellenae,Harpactes erythrocephalus helenae
Trogoniformes,Trogonidae,Harpactes,reinwardtii,reinwardti,Harpactes reinwardtii reinwardti,Apalharpactes reinwardtii
Trogoniformes,Trogonidae,Trogon,citreolus,melanocephalus,Trogon citreolus melanocephalus,Trogon melanocephalus melanocephalus
Trogoniformes,Trogonidae,Trogon,rufus,chrysochlorus,Trogon rufus chrysochlorus,Trogon rufus chrysochloros
Trogoniformes,Trogonidae,Trogon,temperatus,NA,Trogon temperatus NA,Trogon personatus temperatus
Trogoniformes,Trogonidae,Trogon,viridis,bairdii,Trogon viridis bairdii,Trogon bairdii
Trogoniformes,Trogonidae,Trogon,viridis,chionurus,Trogon viridis chionurus,Trogon chionurus
Trogoniformes,Trogonidae,Trogon,viridis,melanopterus,Trogon viridis melanopterus,Trogon viridis
Trogoniformes,Trogonidae,Trogon,viridis,viridis,Trogon viridis viridis,Trogon viridis
Gruiformes,Turnicidae,Turnix,sp,NA,Turnix sp NA,Turnix sp
Passeriformes,Tyrannidae,Acrochordopus,burmeisteri,NA,Acrochordopus burmeisteri NA,Phyllomyias burmeisteri
Passeriformes,Tyrannidae,Attila,cinnamomeus,cinnamomeus,Attila cinnamomeus cinnamomeus,Attila cinnamomeus
Passeriformes,Tyrannidae,Camptostoma,obsoletum,boliviarum,Camptostoma obsoletum boliviarum,Camptostoma obsoletum bolivianum
Passeriformes,Tyrannidae,Capsiempis,flaveola,amazonas,Capsiempis flaveola amazonas,Capsiempis flaveola cerula
Passeriformes,Tyrannidae,Colopteryx,galeatus,NA,Colopteryx galeatus NA,Lophotriccus galeatus
Passeriformes,Tyrannidae,Conopias,parva,albovittatus,Conopias parva albovittatus,Conopias albovittatus albovittatus
Passeriformes,Tyrannidae,Contopus,cinereus,rhizophora,Contopus cinereus rhizophora,Contopus bogotensis rhizophorus
Passeriformes,Tyrannidae,Contopus,pertinax,pallidiventris,Contopus pertinax pallidiventris,Contopus pertinax pertinax
Passeriformes,Tyrannidae,Elaenia,flavogaster,silvicultrix,Elaenia flavogaster silvicultrix,Elaenia flavogaster pallididorsalis
Passeriformes,Tyrannidae,Elaenia,gaimardii,gaimardii,Elaenia gaimardii gaimardii,Myiopagis gaimardii gaimardii
Passeriformes,Tyrannidae,Elaenia,obscura,pudica,Elaenia obscura pudica,Elaenia obscura
Passeriformes,Tyrannidae,Elaenia,sp,NA,Elaenia sp NA,Elaenia sp
Passeriformes,Tyrannidae,Empidonax,difficilis,culiacani,Empidonax difficilis culiacani,Empidonax difficilis difficilis
Passeriformes,Tyrannidae,Empidonax,difficilis,salvini,Empidonax difficilis salvini,Empidonax flavescens salvini
Passeriformes,Tyrannidae,Empidonax,flavescens,dwighti,Empidonax flavescens dwighti,Empidonax flavescens salvini
