"","IOC_seq","emu_fullname","emu_order","emu_family","emu_genus","emu_species","emu_subspecies","new_fullname","new_order","new_family","new_genus","new_species","new_subspecies","namechange","familychange","orderchange"
"145",332,"Chloephaga picta picta","Anseriformes","Anatidae","Chloephaga","picta","picta","Chloephaga picta picta","Anseriformes","Anatidae","Chloephaga","picta","picta","No","No","No"
"146",334,"Chloephaga hybrida ","Anseriformes","Anatidae","Chloephaga","hybrida","","Chloephaga hybrida ","Anseriformes","Anatidae","Chloephaga","hybrida","","No","No","No"
"147",335,"Chloephaga hybrida hybrida","Anseriformes","Anatidae","Chloephaga","hybrida","hybrida","Chloephaga hybrida hybrida","Anseriformes","Anatidae","Chloephaga","hybrida","hybrida","No","No","No"
"148",337,"Chloephaga poliocephala ","Anseriformes","Anatidae","Chloephaga","poliocephala","","Chloephaga poliocephala ","Anseriformes","Anatidae","Chloephaga","poliocephala","","No","No","No"
"149",338,"Chloephaga rubidiceps ","Anseriformes","Anatidae","Chloephaga","rubidiceps","","Chloephaga rubidiceps ","Anseriformes","Anatidae","Chloephaga","rubidiceps","","No","No","No"
"150",339,"Tadorna radjah ","Anseriformes","Anatidae","Tadorna","radjah","","Radjah radjah ","Anseriformes","Anatidae","Radjah","radjah","","Yes","No","No"
"151",341,"Tadorna radjah rufitergum","Anseriformes","Anatidae","Tadorna","radjah","rufitergum","Radjah radjah rufitergum","Anseriformes","Anatidae","Radjah","radjah","rufitergum","Yes","No","No"
"152",342,"Tadorna tadorna ","Anseriformes","Anatidae","Tadorna","tadorna","","Tadorna tadorna ","Anseriformes","Anatidae","Tadorna","tadorna","","No","No","No"
"153",343,"Tadorna ferruginea ","Anseriformes","Anatidae","Tadorna","ferruginea","","Tadorna ferruginea ","Anseriformes","Anatidae","Tadorna","ferruginea","","No","No","No"
"154",344,"Tadorna cana ","Anseriformes","Anatidae","Tadorna","cana","","Tadorna cana ","Anseriformes","Anatidae","Tadorna","cana","","No","No","No"
"155",345,"Tadorna tadornoides ","Anseriformes","Anatidae","Tadorna","tadornoides","","Tadorna tadornoides ","Anseriformes","Anatidae","Tadorna","tadornoides","","No","No","No"
"156",346,"Tadorna variegata ","Anseriformes","Anatidae","Tadorna","variegata","","Tadorna variegata ","Anseriformes","Anatidae","Tadorna","variegata","","No","No","No"
"157",348,"Malacorhynchus membranaceus ","Anseriformes","Anatidae","Malacorhynchus","membranaceus","","Malacorhynchus membranaceus ","Anseriformes","Anatidae","Malacorhynchus","membranaceus","","No","No","No"
"158",350,"Cairina moschata ","Anseriformes","Anatidae","Cairina","moschata","","Cairina moschata ","Anseriformes","Anatidae","Cairina","moschata","","No","No","No"
"159",352,"Pteronetta hartlaubii ","Anseriformes","Anatidae","Pteronetta","hartlaubii","","Pteronetta hartlaubii ","Anseriformes","Anatidae","Pteronetta","hartlaubii","","No","No","No"
"160",353,"Aix sponsa ","Anseriformes","Anatidae","Aix","sponsa","","Aix sponsa ","Anseriformes","Anatidae","Aix","sponsa","","No","No","No"
"161",354,"Aix galericulata ","Anseriformes","Anatidae","Aix","galericulata","","Aix galericulata ","Anseriformes","Anatidae","Aix","galericulata","","No","No","No"
"162",355,"Chenonetta jubata ","Anseriformes","Anatidae","Chenonetta","jubata","","Chenonetta jubata ","Anseriformes","Anatidae","Chenonetta","jubata","","No","No","No"
"163",357,"Nettapus auritus ","Anseriformes","Anatidae","Nettapus","auritus","","Nettapus auritus ","Anseriformes","Anatidae","Nettapus","auritus","","No","No","No"
"164",359,"Nettapus coromandelianus coromandelianus","Anseriformes","Anatidae","Nettapus","coromandelianus","coromandelianus","Nettapus coromandelianus coromandelianus","Anseriformes","Anatidae","Nettapus","coromandelianus","coromandelianus","No","No","No"
"165",361,"Nettapus pulchellus ","Anseriformes","Anatidae","Nettapus","pulchellus","","Nettapus pulchellus ","Anseriformes","Anatidae","Nettapus","pulchellus","","No","No","No"
"166",362,"Amazonetta brasiliensis ","Anseriformes","Anatidae","Amazonetta","brasiliensis","","Amazonetta brasiliensis ","Anseriformes","Anatidae","Amazonetta","brasiliensis","","No","No","No"
"167",365,"Callonetta leucophrys ","Anseriformes","Anatidae","Callonetta","leucophrys","","Callonetta leucophrys ","Anseriformes","Anatidae","Callonetta","leucophrys","","No","No","No"
"168",366,"Anas specularioides ","Anseriformes","Anatidae","Anas","specularioides","","Lophonetta specularioides ","Anseriformes","Anatidae","Lophonetta","specularioides","","Yes","No","No"
"169",368,"Anas specularioides specularioides","Anseriformes","Anatidae","Anas","specularioides","specularioides","Lophonetta specularioides specularioides","Anseriformes","Anatidae","Lophonetta","specularioides","specularioides","Yes","No","No"
"170",369,"Anas specularis ","Anseriformes","Anatidae","Anas","specularis","","Speculanas specularis ","Anseriformes","Anatidae","Speculanas","specularis","","Yes","No","No"
"171",370,"Anas formosa ","Anseriformes","Anatidae","Anas","formosa","","Sibirionetta formosa ","Anseriformes","Anatidae","Sibirionetta","formosa","","Yes","No","No"
"172",371,"Anas querquedula ","Anseriformes","Anatidae","Anas","querquedula","","Spatula querquedula ","Anseriformes","Anatidae","Spatula","querquedula","","Yes","No","No"
"173",372,"Anas punctata ","Anseriformes","Anatidae","Anas","punctata","","Spatula hottentota","Anseriformes","Anatidae","Spatula","hottentota","hottentota","Yes","No","No"
"174",373,"Anas versicolor puna","Anseriformes","Anatidae","Anas","versicolor","puna","Spatula puna ","Anseriformes","Anatidae","Spatula","puna","","Yes","No","No"
"175",375,"Anas versicolor ","Anseriformes","Anatidae","Anas","versicolor","","Spatula versicolor ","Anseriformes","Anatidae","Spatula","versicolor","","Yes","No","No"
"176",376,"Anas versicolor versicolor","Anseriformes","Anatidae","Anas","versicolor","versicolor","Spatula versicolor versicolor","Anseriformes","Anatidae","Spatula","versicolor","versicolor","Yes","No","No"
"177",377,"Anas versicolor fretensis","Anseriformes","Anatidae","Anas","versicolor","fretensis","Spatula versicolor fretensis","Anseriformes","Anatidae","Spatula","versicolor","fretensis","Yes","No","No"
"178",378,"Anas platalea ","Anseriformes","Anatidae","Anas","platalea","","Spatula platalea ","Anseriformes","Anatidae","Spatula","platalea","","Yes","No","No"
"179",379,"Anas cyanoptera ","Anseriformes","Anatidae","Anas","cyanoptera","","Spatula cyanoptera ","Anseriformes","Anatidae","Spatula","cyanoptera","","Yes","No","No"
"180",380,"Anas cyanoptera septentrionalium","Anseriformes","Anatidae","Anas","cyanoptera","septentrionalium","Spatula cyanoptera septentrionalium","Anseriformes","Anatidae","Spatula","cyanoptera","septentrionalium","Yes","No","No"
"181",383,"Anas cyanoptera orinomus","Anseriformes","Anatidae","Anas","cyanoptera","orinomus","Spatula cyanoptera orinoma","Anseriformes","Anatidae","Spatula","cyanoptera","orinoma","Yes","No","No"
"182",384,"Anas cyanoptera cyanoptera","Anseriformes","Anatidae","Anas","cyanoptera","cyanoptera","Spatula cyanoptera cyanoptera","Anseriformes","Anatidae","Spatula","cyanoptera","cyanoptera","Yes","No","No"
"183",385,"Anas discors ","Anseriformes","Anatidae","Anas","discors","","Spatula discors ","Anseriformes","Anatidae","Spatula","discors","","Yes","No","No"
"184",386,"Anas smithii ","Anseriformes","Anatidae","Anas","smithii","","Spatula smithii ","Anseriformes","Anatidae","Spatula","smithii","","Yes","No","No"
"185",386,"Anas smithi ","Anseriformes","Anatidae","Anas","smithi","","Spatula smithii","Anseriformes","Anatidae","Spatula","smithii","smithii","Yes","No","No"
"186",389,"Anas rhynchotis variegata","Anseriformes","Anatidae","Anas","rhynchotis","variegata","Spatula rhynchotis variegata","Anseriformes","Anatidae","Spatula","rhynchotis","variegata","Yes","No","No"
"187",390,"Anas clypeata ","Anseriformes","Anatidae","Anas","clypeata","","Spatula clypeata ","Anseriformes","Anatidae","Spatula","clypeata","","Yes","No","No"
"188",391,"Anas strepera ","Anseriformes","Anatidae","Anas","strepera","","Mareca strepera ","Anseriformes","Anatidae","Mareca","strepera","","Yes","No","No"
"189",392,"Anas strepera strepera","Anseriformes","Anatidae","Anas","strepera","strepera","Mareca strepera strepera","Anseriformes","Anatidae","Mareca","strepera","strepera","Yes","No","No"
"190",394,"Anas falcata ","Anseriformes","Anatidae","Anas","falcata","","Mareca falcata ","Anseriformes","Anatidae","Mareca","falcata","","Yes","No","No"
"191",395,"Anas penelope ","Anseriformes","Anatidae","Anas","penelope","","Mareca penelope ","Anseriformes","Anatidae","Mareca","penelope","","Yes","No","No"
"192",396,"Anas sibilatrix ","Anseriformes","Anatidae","Anas","sibilatrix","","Mareca sibilatrix ","Anseriformes","Anatidae","Mareca","sibilatrix","","Yes","No","No"
"193",397,"Anas americana ","Anseriformes","Anatidae","Anas","americana","","Mareca americana ","Anseriformes","Anatidae","Mareca","americana","","Yes","No","No"
"194",399,"Anas sparsa ","Anseriformes","Anatidae","Anas","sparsa","","Anas sparsa ","Anseriformes","Anatidae","Anas","sparsa","","No","No","No"
"195",400,"Anas sparsa leucostigma","Anseriformes","Anatidae","Anas","sparsa","leucostigma","Anas sparsa leucostigma","Anseriformes","Anatidae","Anas","sparsa","leucostigma","No","No","No"
"196",401,"Anas sparsa sparsa","Anseriformes","Anatidae","Anas","sparsa","sparsa","Anas sparsa sparsa","Anseriformes","Anatidae","Anas","sparsa","sparsa","No","No","No"
"197",404,"Anas undulata undulata","Anseriformes","Anatidae","Anas","undulata","undulata","Anas undulata undulata","Anseriformes","Anatidae","Anas","undulata","undulata","No","No","No"
"198",407,"Anas poecilorhyncha rogersi","Anseriformes","Anatidae","Anas","poecilorhyncha","rogersi","Anas superciliosa superciliosa","Anseriformes","Anatidae","Anas","superciliosa","superciliosa","Yes","No","No"
"199",410,"Anas laysanensis ","Anseriformes","Anatidae","Anas","laysanensis","","Anas laysanensis ","Anseriformes","Anatidae","Anas","laysanensis","","No","No","No"
"200",412,"Anas platyrhynchos wyvilliana","Anseriformes","Anatidae","Anas","platyrhynchos","wyvilliana","Anas wyvilliana ","Anseriformes","Anatidae","Anas","wyvilliana","","Yes","No","No"
"201",414,"Anas luzonica ","Anseriformes","Anatidae","Anas","luzonica","","Anas luzonica ","Anseriformes","Anatidae","Anas","luzonica","","No","No","No"
"202",415,"Anas poecilorhyncha ","Anseriformes","Anatidae","Anas","poecilorhyncha","","Anas poecilorhyncha ","Anseriformes","Anatidae","Anas","poecilorhyncha","","No","No","No"
"203",416,"Anas poecilorhyncha poecilorhyncha","Anseriformes","Anatidae","Anas","poecilorhyncha","poecilorhyncha","Anas poecilorhyncha poecilorhyncha","Anseriformes","Anatidae","Anas","poecilorhyncha","poecilorhyncha","No","No","No"
"204",418,"Anas poecilorhyncha zonorhyncha","Anseriformes","Anatidae","Anas","poecilorhyncha","zonorhyncha","Anas zonorhyncha ","Anseriformes","Anatidae","Anas","zonorhyncha","","Yes","No","No"
"205",420,"Anas platyrhynchos ","Anseriformes","Anatidae","Anas","platyrhynchos","","Anas platyrhynchos ","Anseriformes","Anatidae","Anas","platyrhynchos","","No","No","No"
"206",421,"Anas platyrhynchos platyrhynchos","Anseriformes","Anatidae","Anas","platyrhynchos","platyrhynchos","Anas platyrhynchos platyrhynchos","Anseriformes","Anatidae","Anas","platyrhynchos","platyrhynchos","No","No","No"
"207",423,"Anas platyrhynchos fulvigula","Anseriformes","Anatidae","Anas","platyrhynchos","fulvigula","Anas fulvigula ","Anseriformes","Anatidae","Anas","fulvigula","","Yes","No","No"
"208",426,"Anas rubripes ","Anseriformes","Anatidae","Anas","rubripes","","Anas rubripes ","Anseriformes","Anatidae","Anas","rubripes","","No","No","No"
"209",427,"Anas platyrhynchos novimexicana","Anseriformes","Anatidae","Anas","platyrhynchos","novimexicana","Anas diazi","Anseriformes","Anatidae","Anas","diazi","diazi","Yes","No","No"
"210",429,"Anas capensis ","Anseriformes","Anatidae","Anas","capensis","","Anas capensis ","Anseriformes","Anatidae","Anas","capensis","","No","No","No"
"211",430,"Anas bahamensis ","Anseriformes","Anatidae","Anas","bahamensis","","Anas bahamensis ","Anseriformes","Anatidae","Anas","bahamensis","","No","No","No"
"212",432,"Anas bahamensis rubrirostris","Anseriformes","Anatidae","Anas","bahamensis","rubrirostris","Anas bahamensis rubrirostris","Anseriformes","Anatidae","Anas","bahamensis","rubrirostris","No","No","No"
"213",433,"Anas bahamensis galapagensis","Anseriformes","Anatidae","Anas","bahamensis","galapagensis","Anas bahamensis galapagensis","Anseriformes","Anatidae","Anas","bahamensis","galapagensis","No","No","No"
"214",434,"Anas erythrorhyncha ","Anseriformes","Anatidae","Anas","erythrorhyncha","","Anas erythrorhyncha ","Anseriformes","Anatidae","Anas","erythrorhyncha","","No","No","No"
"215",437,"Anas georgica spinicauda","Anseriformes","Anatidae","Anas","georgica","spinicauda","Anas georgica spinicauda","Anseriformes","Anatidae","Anas","georgica","spinicauda","No","No","No"
"216",442,"Anas acuta ","Anseriformes","Anatidae","Anas","acuta","","Anas acuta ","Anseriformes","Anatidae","Anas","acuta","","No","No","No"
"217",443,"Anas acuta acuta","Anseriformes","Anatidae","Anas","acuta","acuta","Anas acuta ","Anseriformes","Anatidae","Anas","acuta","","Yes","No","No"
"218",445,"Anas crecca crecca","Anseriformes","Anatidae","Anas","crecca","crecca","Anas crecca crecca","Anseriformes","Anatidae","Anas","crecca","crecca","No","No","No"
"219",448,"Anas crecca carolinensis","Anseriformes","Anatidae","Anas","crecca","carolinensis","Anas crecca carolinensis","Anseriformes","Anatidae","Anas","crecca","carolinensis","No","No","No"
"220",449,"Anas flavirostris ","Anseriformes","Anatidae","Anas","flavirostris","","Anas flavirostris ","Anseriformes","Anatidae","Anas","flavirostris","","No","No","No"
"221",450,"Anas flavirostris oxyptera","Anseriformes","Anatidae","Anas","flavirostris","oxyptera","Anas flavirostris oxyptera","Anseriformes","Anatidae","Anas","flavirostris","oxyptera","No","No","No"
"222",451,"Anas flavirostris flavirostris","Anseriformes","Anatidae","Anas","flavirostris","flavirostris","Anas flavirostris flavirostris","Anseriformes","Anatidae","Anas","flavirostris","flavirostris","No","No","No"
"223",452,"Anas flavirostris andium","Anseriformes","Anatidae","Anas","flavirostris","andium","Anas andium ","Anseriformes","Anatidae","Anas","andium","","Yes","No","No"
"224",464,"Anas castanea ","Anseriformes","Anatidae","Anas","castanea","","Anas castanea ","Anseriformes","Anatidae","Anas","castanea","","No","No","No"
"225",470,"Anas aucklandica ","Anseriformes","Anatidae","Anas","aucklandica","","Anas aucklandica ","Anseriformes","Anatidae","Anas","aucklandica","","No","No","No"
"226",474,"Marmaronetta angustirostris ","Anseriformes","Anatidae","Marmaronetta","angustirostris","","Marmaronetta angustirostris ","Anseriformes","Anatidae","Marmaronetta","angustirostris","","No","No","No"
"227",476,"Netta rufina ","Anseriformes","Anatidae","Netta","rufina","","Netta rufina ","Anseriformes","Anatidae","Netta","rufina","","No","No","No"
"228",477,"Netta peposaca ","Anseriformes","Anatidae","Netta","peposaca","","Netta peposaca ","Anseriformes","Anatidae","Netta","peposaca","","No","No","No"
"229",478,"Netta erythrophthalma ","Anseriformes","Anatidae","Netta","erythrophthalma","","Netta erythrophthalma ","Anseriformes","Anatidae","Netta","erythrophthalma","","No","No","No"
"230",479,"Netta erythrophthalma brunnea","Anseriformes","Anatidae","Netta","erythrophthalma","brunnea","Netta erythrophthalma brunnea","Anseriformes","Anatidae","Netta","erythrophthalma","brunnea","No","No","No"
"231",481,"Aythya valisineria ","Anseriformes","Anatidae","Aythya","valisineria","","Aythya valisineria ","Anseriformes","Anatidae","Aythya","valisineria","","No","No","No"
"232",482,"Aythya americana ","Anseriformes","Anatidae","Aythya","americana","","Aythya americana ","Anseriformes","Anatidae","Aythya","americana","","No","No","No"
"233",483,"Aythya ferina ","Anseriformes","Anatidae","Aythya","ferina","","Aythya ferina ","Anseriformes","Anatidae","Aythya","ferina","","No","No","No"
"234",488,"Aythya baeri ","Anseriformes","Anatidae","Aythya","baeri","","Aythya baeri ","Anseriformes","Anatidae","Aythya","baeri","","No","No","No"
"235",489,"Aythya nyroca ","Anseriformes","Anatidae","Aythya","nyroca","","Aythya nyroca ","Anseriformes","Anatidae","Aythya","nyroca","","No","No","No"
"236",491,"Aythya collaris ","Anseriformes","Anatidae","Aythya","collaris","","Aythya collaris ","Anseriformes","Anatidae","Aythya","collaris","","No","No","No"
"237",492,"Aythya fuligula ","Anseriformes","Anatidae","Aythya","fuligula","","Aythya fuligula ","Anseriformes","Anatidae","Aythya","fuligula","","No","No","No"
"238",493,"Aythya marila ","Anseriformes","Anatidae","Aythya","marila","","Aythya marila ","Anseriformes","Anatidae","Aythya","marila","","No","No","No"
"239",494,"Aythya marila marila","Anseriformes","Anatidae","Aythya","marila","marila","Aythya marila marila","Anseriformes","Anatidae","Aythya","marila","marila","No","No","No"
"240",495,"Aythya marila nearctica","Anseriformes","Anatidae","Aythya","marila","nearctica","Aythya marila nearctica","Anseriformes","Anatidae","Aythya","marila","nearctica","No","No","No"
"241",496,"Aythya affinis ","Anseriformes","Anatidae","Aythya","affinis","","Aythya affinis ","Anseriformes","Anatidae","Aythya","affinis","","No","No","No"
