"","IOC_seq","emu_fullname","emu_order","emu_family","emu_genus","emu_species","emu_subspecies","new_fullname","new_order","new_family","new_genus","new_species","new_subspecies","namechange","familychange","orderchange"
"6383",20622,"Campephaga quiscalina martini","Passeriformes","Campephagidae","Campephaga","quiscalina","martini","Campephaga quiscalina martini","Passeriformes","Campephagidae","Campephaga","quiscalina","martini","No","No","No"
"6384",20640,"Coracina montana ","Passeriformes","Campephagidae","Coracina","montana","","Edolisoma montanum ","Passeriformes","Campephagidae","Edolisoma","montanum","","Yes","No","No"
"6385",20641,"Coracina montana montana","Passeriformes","Campephagidae","Coracina","montana","montana","Edolisoma montanum montanum","Passeriformes","Campephagidae","Edolisoma","montanum","montanum","Yes","No","No"
"6386",20649,"Coracina schisticeps poliopsa","Passeriformes","Campephagidae","Coracina","schisticeps","poliopsa","Edolisoma schisticeps poliopsa","Passeriformes","Campephagidae","Edolisoma","schisticeps","poliopsa","Yes","No","No"
"6387",20676,"Coracina tenuirostris remota","Passeriformes","Campephagidae","Coracina","tenuirostris","remota","Edolisoma tenuirostre remotum","Passeriformes","Campephagidae","Edolisoma","tenuirostre","remotum","Yes","No","No"
"6388",20720,"Coracina melaena melaena","Passeriformes","Campephagidae","Coracina","melaena","melaena","Edolisoma melas melas","Passeriformes","Campephagidae","Edolisoma","melas","melas","Yes","No","No"
"6389",20771,"Lalage leucomela falsa","Passeriformes","Campephagidae","Lalage","leucomela","falsa","Lalage leucomela falsa","Passeriformes","Campephagidae","Lalage","leucomela","falsa","No","No","No"
"6390",20772,"Lalage leucomela karu","Passeriformes","Campephagidae","Lalage","leucomela","karu","Lalage leucomela karu","Passeriformes","Campephagidae","Lalage","leucomela","karu","No","No","No"
"6391",20781,"Lalage leucomela conjuncta","Passeriformes","Campephagidae","Lalage","leucomela","conjuncta","Lalage conjuncta ","Passeriformes","Campephagidae","Lalage","conjuncta","","Yes","No","No"
"6392",20784,"Lalage melanoleuca melanoleuca","Passeriformes","Campephagidae","Lalage","melanoleuca","melanoleuca","Lalage melanoleuca melanoleuca","Passeriformes","Campephagidae","Lalage","melanoleuca","melanoleuca","No","No","No"
"6393",20790,"Lalage nigra chilensis","Passeriformes","Campephagidae","Lalage","nigra","chilensis","Lalage nigra nigra","Passeriformes","Campephagidae","Lalage","nigra","nigra","Yes","No","No"
"6394",20794,"Coracina melaschistos melaschistos","Passeriformes","Campephagidae","Coracina","melaschistos","melaschistos","Lalage melaschistos melaschistos","Passeriformes","Campephagidae","Lalage","melaschistos","melaschistos","Yes","No","No"
"6395",20800,"Coracina melanoptera sykesi","Passeriformes","Campephagidae","Coracina","melanoptera","sykesi","Lalage melanoptera sykesi","Passeriformes","Campephagidae","Lalage","melanoptera","sykesi","Yes","No","No"
"6396",20802,"Coracina polioptera jabouillei","Passeriformes","Campephagidae","Coracina","polioptera","jabouillei","Lalage polioptera jabouillei","Passeriformes","Campephagidae","Lalage","polioptera","jabouillei","Yes","No","No"
"6397",20804,"Coracina polioptera polioptera","Passeriformes","Campephagidae","Coracina","polioptera","polioptera","Lalage polioptera polioptera","Passeriformes","Campephagidae","Lalage","polioptera","polioptera","Yes","No","No"
"6398",20824,"Neositta chrysoptera leucocephala","Passeriformes","Sittidae","Neositta","chrysoptera","leucocephala","Daphoenositta chrysoptera leucocephala","Passeriformes","Neosittidae","Daphoenositta","chrysoptera","leucocephala","Yes","Yes","No"
"6399",20840,"Eulacestoma nigropectus ","Passeriformes","Muscicapidae","Eulacestoma","nigropectus","","Eulacestoma nigropectus ","Passeriformes","Eulacestomatidae","Eulacestoma","nigropectus","","No","Yes","No"
"6400",20845,"Pachycephala rufinucha niveifrons","Passeriformes","Muscicapidae","Pachycephala","rufinucha","niveifrons","Aleadryas rufinucha niveifrons","Passeriformes","Oreoicidae","Aleadryas","rufinucha","niveifrons","Yes","Yes","No"
"6401",20854,"Oreoica gutturalis gutturalis","Passeriformes","Muscicapidae","Oreoica","gutturalis","gutturalis","Oreoica gutturalis gutturalis","Passeriformes","Oreoicidae","Oreoica","gutturalis","gutturalis","No","Yes","No"
"6402",20859,"Falcunculus frontalis ","Passeriformes","Muscicapidae","Falcunculus","frontalis","","Falcunculus frontatus","Passeriformes","Falcunculidae","Falcunculus","frontatus","frontatus","Yes","Yes","No"
"6403",20860,"Falcunculus frontatus frontatus","Passeriformes","Muscicapidae","Falcunculus","frontatus","frontatus","Falcunculus frontatus ","Passeriformes","Falcunculidae","Falcunculus","frontatus","","Yes","Yes","No"
"6404",20864,"Pitohui nigrescens ","Passeriformes","Muscicapidae","Pitohui","nigrescens","","Melanorectes nigrescens ","Passeriformes","Pachycephalidae","Melanorectes","nigrescens","","Yes","Yes","No"
"6405",20883,"Pachycephala cinerea vandepolli","Passeriformes","Muscicapidae","Pachycephala","cinerea","vandepolli"," NA NA","Passeriformes","Pachycephalidae","NA","NA","","Yes","Yes","No"
"6406",20904,"Pachycephala hyperythra salvadorii","Passeriformes","Muscicapidae","Pachycephala","hyperythra","salvadorii","Pachycephala hyperythra salvadorii","Passeriformes","Pachycephalidae","Pachycephala","hyperythra","salvadorii","No","Yes","No"
"6407",20910,"Pachycephala philippinensis fallax","Passeriformes","Muscicapidae","Pachycephala","philippinensis","fallax","Pachycephala philippinensis fallax","Passeriformes","Pachycephalidae","Pachycephala","philippinensis","fallax","No","Yes","No"
"6408",20912,"Pachycephala philippinensis philippinensis","Passeriformes","Muscicapidae","Pachycephala","philippinensis","philippinensis","Pachycephala philippinensis philippinensis","Passeriformes","Pachycephalidae","Pachycephala","philippinensis","philippinensis","No","Yes","No"
"6409",20930,"Pachycephala simplex perneglecta","Passeriformes","Muscicapidae","Pachycephala","simplex","perneglecta","Pachycephala simplex griseiceps","Passeriformes","Pachycephalidae","Pachycephala","simplex","griseiceps","Yes","Yes","No"
"6410",20942,"Pachycephala sorer klossi","Passeriformes","Muscicapidae","Pachycephala","sorer","klossi","Pachycephala soror klossi","Passeriformes","Pachycephalidae","Pachycephala","soror","klossi","Yes","Yes","No"
"6411",20979,"Pachycephala pectoralis ashbyi","Passeriformes","Muscicapidae","Pachycephala","pectoralis","ashbyi","Pachycephala pectoralis pectoralis","Passeriformes","Pachycephalidae","Pachycephala","pectoralis","pectoralis","Yes","Yes","No"
"6412",20991,"Pachycephala pectoralis sexuvaria","Passeriformes","Muscicapidae","Pachycephala","pectoralis","sexuvaria","Pachycephala citreogaster sexuvaria","Passeriformes","Pachycephalidae","Pachycephala","citreogaster","sexuvaria","Yes","Yes","No"
"6413",21054,"Pachycephala schlegelii ","Passeriformes","Muscicapidae","Pachycephala","schlegelii","","Pachycephala schlegelii ","Passeriformes","Pachycephalidae","Pachycephala","schlegelii","","No","Yes","No"
"6414",21056,"Pachycephala schlegelii obscurior","Passeriformes","Muscicapidae","Pachycephala","schlegelii","obscurior","Pachycephala schlegelii obscurior","Passeriformes","Pachycephalidae","Pachycephala","schlegelii","obscurior","No","Yes","No"
"6415",21056,"Pachycephala shlegelii obscurior","Passeriformes","Muscicapidae","Pachycephala","shlegelii","obscurior","Pachycephala schlegelii obscurior","Passeriformes","Pachycephalidae","Pachycephala","schlegelii","obscurior","Yes","Yes","No"
"6416",21065,"Pachycephala rufiventris rufiventris","Passeriformes","Muscicapidae","Pachycephala","rufiventris","rufiventris","Pachycephala rufiventris rufiventris","Passeriformes","Pachycephalidae","Pachycephala","rufiventris","rufiventris","No","Yes","No"
"6417",21070,"Pachycephala rufiventris dorsalis","Passeriformes","Muscicapidae","Pachycephala","rufiventris","dorsalis","Pachycephala monacha dorsalis","Passeriformes","Pachycephalidae","Pachycephala","monacha","dorsalis","Yes","Yes","No"
"6418",21097,"Pitohui ferrugineus ferrugineus","Passeriformes","Muscicapidae","Pitohui","ferrugineus","ferrugineus","Pseudorectes ferrugineus ferrugineus","Passeriformes","Pachycephalidae","Pseudorectes","ferrugineus","ferrugineus","Yes","Yes","No"
"6419",21104,"Colluricincla megarhyncha ","Passeriformes","Muscicapidae","Colluricincla","megarhyncha","","Colluricincla megarhyncha ","Passeriformes","Pachycephalidae","Colluricincla","megarhyncha","","No","Yes","No"
"6420",21117,"Colluricincla megarhyncha nea","Passeriformes","Muscicapidae","Colluricincla","megarhyncha","nea","Colluricincla fortis neos","Passeriformes","Pachycephalidae","Colluricincla","fortis","neos","Yes","Yes","No"
"6421",21133,"Colluricincla megarhyncha gouldii","Passeriformes","Muscicapidae","Colluricincla","megarhyncha","gouldii","Colluricincla rufogaster gouldii","Passeriformes","Pachycephalidae","Colluricincla","rufogaster","gouldii","Yes","Yes","No"
"6422",21149,"Colluricincla harmonica harmonica","Passeriformes","Muscicapidae","Colluricincla","harmonica","harmonica","Colluricincla harmonica harmonica","Passeriformes","Pachycephalidae","Colluricincla","harmonica","harmonica","No","Yes","No"
"6423",21160,"Pteruthius xanthochlorus occidentalis","Passeriformes","Muscicapidae","Pteruthius","xanthochlorus","occidentalis","Pteruthius xanthochlorus occidentalis","Passeriformes","Vireonidae","Pteruthius","xanthochlorus","occidentalis","No","Yes","No"
"6424",21160,"Pteruthius xanthochloris occidentalis","Passeriformes","Muscicapidae","Pteruthius","xanthochloris","occidentalis","Pteruthius xanthochlorus occidentalis","Passeriformes","Vireonidae","Pteruthius","xanthochlorus","occidentalis","Yes","Yes","No"
"6425",21173,"Pteruthius flaviscapis validirostris","Passeriformes","Muscicapidae","Pteruthius","flaviscapis","validirostris","Pteruthius aeralatus validirostris","Passeriformes","Vireonidae","Pteruthius","aeralatus","validirostris","Yes","Yes","No"
"6426",21174,"Pteruthius flaviscapis ricketti","Passeriformes","Muscicapidae","Pteruthius","flaviscapis","ricketti","Pteruthius aeralatus ricketti","Passeriformes","Vireonidae","Pteruthius","aeralatus","ricketti","Yes","Yes","No"
"6427",21192,"Yuhina zantholeuca zantholeuca","Passeriformes","Muscicapidae","Yuhina","zantholeuca","zantholeuca","Erpornis zantholeuca zantholeuca","Passeriformes","Vireonidae","Erpornis","zantholeuca","zantholeuca","Yes","Yes","No"
"6428",21202,"Cyclarhis gujanensis flaviventris","Passeriformes","Vireonidae","Cyclarhis","gujanensis","flaviventris","Cyclarhis gujanensis flaviventris","Passeriformes","Vireonidae","Cyclarhis","gujanensis","flaviventris","No","No","No"
"6429",21206,"Cyclarhis gujanensis subflavescens","Passeriformes","Vireonidae","Cyclarhis","gujanensis","subflavescens","Cyclarhis gujanensis subflavescens","Passeriformes","Vireonidae","Cyclarhis","gujanensis","subflavescens","No","No","No"
"6430",21210,"Cyclarhis gujanensis canticus","Passeriformes","Vireonidae","Cyclarhis","gujanensis","canticus","Cyclarhis gujanensis cantica","Passeriformes","Vireonidae","Cyclarhis","gujanensis","cantica","Yes","No","No"
"6431",21212,"Cyclarhis gujanensis parvus","Passeriformes","Vireonidae","Cyclarhis","gujanensis","parvus","Cyclarhis gujanensis parva","Passeriformes","Vireonidae","Cyclarhis","gujanensis","parva","Yes","No","No"
"6432",21213,"Cyclarhis gujanensis gujanensis","Passeriformes","Vireonidae","Cyclarhis","gujanensis","gujanensis","Cyclarhis gujanensis gujanensis","Passeriformes","Vireonidae","Cyclarhis","gujanensis","gujanensis","No","No","No"
"6433",21214,"Cyclarhis gujanensis cearensis","Passeriformes","Vireonidae","Cyclarhis","gujanensis","cearensis","Cyclarhis gujanensis cearensis","Passeriformes","Vireonidae","Cyclarhis","gujanensis","cearensis","No","No","No"
"6434",21215,"Cyclarhis gujanensis ochrocephala","Passeriformes","Vireonidae","Cyclarhis","gujanensis","ochrocephala","Cyclarhis gujanensis ochrocephala","Passeriformes","Vireonidae","Cyclarhis","gujanensis","ochrocephala","No","No","No"
"6435",21216,"Cyclarhis gujanensis viridis","Passeriformes","Vireonidae","Cyclarhis","gujanensis","viridis","Cyclarhis gujanensis viridis","Passeriformes","Vireonidae","Cyclarhis","gujanensis","viridis","No","No","No"
"6436",21222,"Cyclarhis gujanensis tarijae","Passeriformes","Vireonidae","Cyclarhis","gujanensis","tarijae","Cyclarhis gujanensis tarijae","Passeriformes","Vireonidae","Cyclarhis","gujanensis","tarijae","No","No","No"
"6437",21224,"Cyclarhis nigrirostris nigrirostris","Passeriformes","Vireonidae","Cyclarhis","nigrirostris","nigrirostris","Cyclarhis nigrirostris nigrirostris","Passeriformes","Vireonidae","Cyclarhis","nigrirostris","nigrirostris","No","No","No"
"6438",21225,"Cyclarhis nigrirostris atrirostris","Passeriformes","Vireonidae","Cyclarhis","nigrirostris","atrirostris","Cyclarhis nigrirostris atrirostris","Passeriformes","Vireonidae","Cyclarhis","nigrirostris","atrirostris","No","No","No"
"6439",21226,"Vireolanius melitophrys ","Passeriformes","Vireonidae","Vireolanius","melitophrys","","Vireolanius melitophrys ","Passeriformes","Vireonidae","Vireolanius","melitophrys","","No","No","No"
"6440",21233,"Vireolanius pulchellus pulchellus","Passeriformes","Vireonidae","Vireolanius","pulchellus","pulchellus","Vireolanius pulchellus pulchellus","Passeriformes","Vireonidae","Vireolanius","pulchellus","pulchellus","No","No","No"
"6441",21235,"Vireolanius pulchellus viridiceps","Passeriformes","Vireonidae","Vireolanius","pulchellus","viridiceps","Vireolanius pulchellus viridiceps","Passeriformes","Vireonidae","Vireolanius","pulchellus","viridiceps","No","No","No"
"6442",21241,"Vireolanius leucotis mikettae","Passeriformes","Vireonidae","Vireolanius","leucotis","mikettae","Vireolanius leucotis mikettae","Passeriformes","Vireonidae","Vireolanius","leucotis","mikettae","No","No","No"
"6443",21245,"Hylophilus poicilotis amaurocephalus","Passeriformes","Vireonidae","Hylophilus","poicilotis","amaurocephalus","Hylophilus amaurocephalus ","Passeriformes","Vireonidae","Hylophilus","amaurocephalus","","Yes","No","No"
"6444",21247,"Hylophilus poicilotus poicilotus","Passeriformes","Vireonidae","Hylophilus","poicilotus","poicilotus","Hylophilus poicilotis","Passeriformes","Vireonidae","Hylophilus","poicilotis","poicilotis","Yes","No","No"
"6445",21248,"Hylophilus poicilotis poicilotis","Passeriformes","Vireonidae","Hylophilus","poicilotis","poicilotis","Hylophilus poicilotis ","Passeriformes","Vireonidae","Hylophilus","poicilotis","","Yes","No","No"
"6446",21251,"Hylophilus pectoralis ","Passeriformes","Vireonidae","Hylophilus","pectoralis","","Hylophilus pectoralis ","Passeriformes","Vireonidae","Hylophilus","pectoralis","","No","No","No"
"6447",21258,"Hylophilus thoracicus thoracicus","Passeriformes","Vireonidae","Hylophilus","thoracicus","thoracicus","Hylophilus thoracicus thoracicus","Passeriformes","Vireonidae","Hylophilus","thoracicus","thoracicus","No","No","No"
"6448",21261,"Hylophilus flavipes viridiflavus","Passeriformes","Vireonidae","Hylophilus","flavipes","viridiflavus","Hylophilus flavipes viridiflavus","Passeriformes","Vireonidae","Hylophilus","flavipes","viridiflavus","No","No","No"
"6449",21263,"Hylophilus flavipes flavipes","Passeriformes","Vireonidae","Hylophilus","flavipes","flavipes","Hylophilus flavipes flavipes","Passeriformes","Vireonidae","Hylophilus","flavipes","flavipes","No","No","No"
"6450",21271,"Hylophilus semicinereus semicinereus","Passeriformes","Vireonidae","Hylophilus","semicinereus","semicinereus","Hylophilus semicinereus semicinereus","Passeriformes","Vireonidae","Hylophilus","semicinereus","semicinereus","No","No","No"
"6451",21274,"Hylophilus ochraceiceps ochraceiceps","Passeriformes","Vireonidae","Hylophilus","ochraceiceps","ochraceiceps","Tunchiornis ochraceiceps ochraceiceps","Passeriformes","Vireonidae","Tunchiornis","ochraceiceps","ochraceiceps","Yes","No","No"
"6452",21275,"Hylophilus ochraceiceps pallidipectus","Passeriformes","Vireonidae","Hylophilus","ochraceiceps","pallidipectus","Tunchiornis ochraceiceps pallidipectus","Passeriformes","Vireonidae","Tunchiornis","ochraceiceps","pallidipectus","Yes","No","No"
"6453",21278,"Hylophilus ochraceiceps bulunensis","Passeriformes","Vireonidae","Hylophilus","ochraceiceps","bulunensis","Tunchiornis ochraceiceps bulunensis","Passeriformes","Vireonidae","Tunchiornis","ochraceiceps","bulunensis","Yes","No","No"
"6454",21283,"Hylophilus ochraceiceps luteifrons","Passeriformes","Vireonidae","Hylophilus","ochraceiceps","luteifrons","Tunchiornis ochraceiceps luteifrons","Passeriformes","Vireonidae","Tunchiornis","ochraceiceps","luteifrons","Yes","No","No"
"6455",21286,"Hylophilus ochraceiceps rubrifrons","Passeriformes","Vireonidae","Hylophilus","ochraceiceps","rubrifrons","Tunchiornis ochraceiceps rubrifrons","Passeriformes","Vireonidae","Tunchiornis","ochraceiceps","rubrifrons","Yes","No","No"
"6456",21291,"Hylophilus decurtatus decurtatus","Passeriformes","Vireonidae","Hylophilus","decurtatus","decurtatus","Pachysylvia decurtata decurtata","Passeriformes","Vireonidae","Pachysylvia","decurtata","decurtata","Yes","No","No"
"6457",21292,"Hylophilus decurtatus darienensis","Passeriformes","Vireonidae","Hylophilus","decurtatus","darienensis","Pachysylvia decurtata darienensis","Passeriformes","Vireonidae","Pachysylvia","decurtata","darienensis","Yes","No","No"
"6458",21292,"Hylophilus decurtatus dariensis","Passeriformes","Vireonidae","Hylophilus","decurtatus","dariensis","Pachysylvia decurtata darienensis","Passeriformes","Vireonidae","Pachysylvia","decurtata","darienensis","Yes","No","No"
"6459",21308,"Hylophilus semibrunneus ","Passeriformes","Vireonidae","Hylophilus","semibrunneus","","Pachysylvia semibrunnea ","Passeriformes","Vireonidae","Pachysylvia","semibrunnea","","Yes","No","No"
"6460",21311,"Vireo hypochryseus hypochryseus","Passeriformes","Vireonidae","Vireo","hypochryseus","hypochryseus","Vireo hypochryseus hypochryseus","Passeriformes","Vireonidae","Vireo","hypochryseus","hypochryseus","No","No","No"
"6461",21312,"Vireo hypochryseus sordidus","Passeriformes","Vireonidae","Vireo","hypochryseus","sordidus","Vireo hypochryseus sordidus","Passeriformes","Vireonidae","Vireo","hypochryseus","sordidus","No","No","No"
"6462",21315,"Vireo flavoviridis flavoviridis","Passeriformes","Vireonidae","Vireo","flavoviridis","flavoviridis","Vireo flavoviridis flavoviridis","Passeriformes","Vireonidae","Vireo","flavoviridis","flavoviridis","No","No","No"
"6463",21316,"Vireo flavoviridis insulanus","Passeriformes","Vireonidae","Vireo","flavoviridis","insulanus","Vireo flavoviridis insulanus","Passeriformes","Vireonidae","Vireo","flavoviridis","insulanus","No","No","No"
"6464",21317,"Vireo flavoviridis forreri","Passeriformes","Vireonidae","Vireo","flavoviridis","forreri","Vireo flavoviridis forreri","Passeriformes","Vireonidae","Vireo","flavoviridis","forreri","No","No","No"
"6465",21320,"Vireo olivaceus ","Passeriformes","Vireonidae","Vireo","olivaceus","","Vireo olivaceus ","Passeriformes","Vireonidae","Vireo","olivaceus","","No","No","No"
"6466",21321,"Vireo olivaceus olivaceus","Passeriformes","Vireonidae","Vireo","olivaceus","olivaceus","Vireo olivaceus ","Passeriformes","Vireonidae","Vireo","olivaceus","","Yes","No","No"
"6467",21329,"Vireo antiloquus antiloquus","Passeriformes","Vireonidae","Vireo","antiloquus","antiloquus","Vireo altiloquus altiloquus","Passeriformes","Vireonidae","Vireo","altiloquus","altiloquus","Yes","No","No"
"6468",21330,"Vireo altiloquus barbadensis","Passeriformes","Vireonidae","Vireo","altiloquus","barbadensis","Vireo altiloquus barbadensis","Passeriformes","Vireonidae","Vireo","altiloquus","barbadensis","No","No","No"
"6469",21335,"Vireo olivaceus caucae","Passeriformes","Vireonidae","Vireo","olivaceus","caucae","Vireo chivi caucae","Passeriformes","Vireonidae","Vireo","chivi","caucae","Yes","No","No"
"6470",21338,"Vireo olivaceus solimoensis","Passeriformes","Vireonidae","Vireo","olivaceus","solimoensis","Vireo chivi solimoensis","Passeriformes","Vireonidae","Vireo","chivi","solimoensis","Yes","No","No"
"6471",21339,"Vireo olivaceus vividior","Passeriformes","Vireonidae","Vireo","olivaceus","vividior","Vireo chivi vividior","Passeriformes","Vireonidae","Vireo","chivi","vividior","Yes","No","No"
"6472",21341,"Vireo olivaceus agilis","Passeriformes","Vireonidae","Vireo","olivaceus","agilis","Vireo chivi agilis","Passeriformes","Vireonidae","Vireo","chivi","agilis","Yes","No","No"
"6473",21342,"Vireo olivaceus diversus","Passeriformes","Vireonidae","Vireo","olivaceus","diversus","Vireo chivi diversus","Passeriformes","Vireonidae","Vireo","chivi","diversus","Yes","No","No"
"6474",21343,"Vireo olivaceus chivi","Passeriformes","Vireonidae","Vireo","olivaceus","chivi","Vireo chivi chivi","Passeriformes","Vireonidae","Vireo","chivi","chivi","Yes","No","No"
"6475",21347,"Vireo philadelphicus ","Passeriformes","Vireonidae","Vireo","philadelphicus","","Vireo philadelphicus ","Passeriformes","Vireonidae","Vireo","philadelphicus","","No","No","No"
"6476",21348,"Vireo gilvus ","Passeriformes","Vireonidae","Vireo","gilvus","","Vireo gilvus ","Passeriformes","Vireonidae","Vireo","gilvus","","No","No","No"
"6477",21350,"Vireo gilvus swainsonii","Passeriformes","Vireonidae","Vireo","gilvus","swainsonii","Vireo gilvus swainsoni","Passeriformes","Vireonidae","Vireo","gilvus","swainsoni","Yes","No","No"
"6478",21350,"Vireo gilvus swainsoni","Passeriformes","Vireonidae","Vireo","gilvus","swainsoni","Vireo gilvus swainsoni","Passeriformes","Vireonidae","Vireo","gilvus","swainsoni","No","No","No"
"6479",21351,"Vireo gilvus leucopolius","Passeriformes","Vireonidae","Vireo","gilvus","leucopolius","Vireo gilvus swainsoni","Passeriformes","Vireonidae","Vireo","gilvus","swainsoni","Yes","No","No"
"6480",21352,"Vireo gilvus brewsteri","Passeriformes","Vireonidae","Vireo","gilvus","brewsteri","Vireo gilvus brewsteri","Passeriformes","Vireonidae","Vireo","gilvus","brewsteri","No","No","No"
"6481",21353,"Vireo gilvus connectens","Passeriformes","Vireonidae","Vireo","gilvus","connectens","Vireo gilvus brewsteri","Passeriformes","Vireonidae","Vireo","gilvus","brewsteri","Yes","No","No"
"6482",21354,"Vireo gilvus victoriae","Passeriformes","Vireonidae","Vireo","gilvus","victoriae","Vireo gilvus victoriae","Passeriformes","Vireonidae","Vireo","gilvus","victoriae","No","No","No"
"6483",21356,"Vireo gilvus gilvus","Passeriformes","Vireonidae","Vireo","gilvus","gilvus","Vireo gilvus gilvus","Passeriformes","Vireonidae","Vireo","gilvus","gilvus","No","No","No"
"6484",21365,"Vireo gilvus chiriquensis","Passeriformes","Vireonidae","Vireo","gilvus","chiriquensis","Vireo leucophrys chiriquensis","Passeriformes","Vireonidae","Vireo","leucophrys","chiriquensis","Yes","No","No"
"6485",21366,"Vireo gilvus dissors","Passeriformes","Vireonidae","Vireo","gilvus","dissors","Vireo leucophrys dissors","Passeriformes","Vireonidae","Vireo","leucophrys","dissors","Yes","No","No"
"6486",21368,"Vireo gilvus mirandae","Passeriformes","Vireonidae","Vireo","gilvus","mirandae","Vireo leucophrys mirandae","Passeriformes","Vireonidae","Vireo","leucophrys","mirandae","Yes","No","No"
"6487",21370,"Vireo gilvus leucophrys","Passeriformes","Vireonidae","Vireo","gilvus","leucophrys","Vireo leucophrys leucophrys","Passeriformes","Vireonidae","Vireo","leucophrys","leucophrys","Yes","No","No"
"6488",21378,"Vireo huttoni huttoni","Passeriformes","Vireonidae","Vireo","huttoni","huttoni","Vireo huttoni huttoni","Passeriformes","Vireonidae","Vireo","huttoni","huttoni","No","No","No"
"6489",21381,"Vireo huttoni cognatus","Passeriformes","Vireonidae","Vireo","huttoni","cognatus","Vireo huttoni cognatus","Passeriformes","Vireonidae","Vireo","huttoni","cognatus","No","No","No"
"6490",21382,"Vireo huttoni stephensi","Passeriformes","Vireonidae","Vireo","huttoni","stephensi","Vireo huttoni stephensi","Passeriformes","Vireonidae","Vireo","huttoni","stephensi","No","No","No"
"6491",21383,"Vireo huttoni carolinae","Passeriformes","Vireonidae","Vireo","huttoni","carolinae","Vireo huttoni carolinae","Passeriformes","Vireonidae","Vireo","huttoni","carolinae","No","No","No"
"6492",21385,"Vireo huttoni mexicanus","Passeriformes","Vireonidae","Vireo","huttoni","mexicanus","Vireo huttoni mexicanus","Passeriformes","Vireonidae","Vireo","huttoni","mexicanus","No","No","No"
"6493",21386,"Vireo huttoni vulcani","Passeriformes","Vireonidae","Vireo","huttoni","vulcani","Vireo huttoni vulcani","Passeriformes","Vireonidae","Vireo","huttoni","vulcani","No","No","No"
"6494",21387,"Vireo vicinior ","Passeriformes","Vireonidae","Vireo","vicinior","","Vireo vicinior ","Passeriformes","Vireonidae","Vireo","vicinior","","No","No","No"
"6495",21388,"Vireo flavifrons ","Passeriformes","Vireonidae","Vireo","flavifrons","","Vireo flavifrons ","Passeriformes","Vireonidae","Vireo","flavifrons","","No","No","No"
"6496",21389,"Vireo carmioli ","Passeriformes","Vireonidae","Vireo","carmioli","","Vireo carmioli ","Passeriformes","Vireonidae","Vireo","carmioli","","No","No","No"
"6497",21391,"Vireo solitarius ","Passeriformes","Vireonidae","Vireo","solitarius","","Vireo solitarius ","Passeriformes","Vireonidae","Vireo","solitarius","","No","No","No"
"6498",21392,"Vireo solitarius solitarius","Passeriformes","Vireonidae","Vireo","solitarius","solitarius","Vireo solitarius solitarius","Passeriformes","Vireonidae","Vireo","solitarius","solitarius","No","No","No"
"6499",21394,"Vireo cassinii ","Passeriformes","Vireonidae","Vireo","cassinii","","Vireo cassinii ","Passeriformes","Vireonidae","Vireo","cassinii","","No","No","No"
"6500",21395,"Vireo cassinii cassinii","Passeriformes","Vireonidae","Vireo","cassinii","cassinii","Vireo cassinii cassinii","Passeriformes","Vireonidae","Vireo","cassinii","cassinii","No","No","No"
"6501",21398,"Vireo plumbeus plumbeus","Passeriformes","Vireonidae","Vireo","plumbeus","plumbeus","Vireo plumbeus plumbeus","Passeriformes","Vireonidae","Vireo","plumbeus","plumbeus","No","No","No"
"6502",21398,"Vireo plumbeus pinicolus","Passeriformes","Vireonidae","Vireo","plumbeus","pinicolus","Vireo plumbeus plumbeus","Passeriformes","Vireonidae","Vireo","plumbeus","plumbeus","Yes","No","No"
"6503",21404,"Vireo plumbeus montanus","Passeriformes","Vireonidae","Vireo","plumbeus","montanus","Vireo plumbeus montanus","Passeriformes","Vireonidae","Vireo","plumbeus","montanus","No","No","No"
"6504",21411,"Vireo pallens nicoyensis","Passeriformes","Vireonidae","Vireo","pallens","nicoyensis","Vireo pallens nicoyensis","Passeriformes","Vireonidae","Vireo","pallens","nicoyensis","No","No","No"
"6505",21419,"Vireo bairdi ","Passeriformes","Vireonidae","Vireo","bairdi","","Vireo bairdi ","Passeriformes","Vireonidae","Vireo","bairdi","","No","No","No"
"6506",21421,"Vireo griseus ","Passeriformes","Vireonidae","Vireo","griseus","","Vireo griseus ","Passeriformes","Vireonidae","Vireo","griseus","","No","No","No"
"6507",21423,"Vireo griseus noveboracensis","Passeriformes","Vireonidae","Vireo","griseus","noveboracensis","Vireo griseus noveboracensis","Passeriformes","Vireonidae","Vireo","griseus","noveboracensis","No","No","No"
"6508",21430,"Vireo crassirostris crassirostris","Passeriformes","Vireonidae","Vireo","crassirostris","crassirostris","Vireo crassirostris crassirostris","Passeriformes","Vireonidae","Vireo","crassirostris","crassirostris","No","No","No"
"6509",21442,"Vireo bellii pusillus","Passeriformes","Vireonidae","Vireo","bellii","pusillus","Vireo bellii pusillus","Passeriformes","Vireonidae","Vireo","bellii","pusillus","No","No","No"
"6510",21443,"Vireo bellii arizonae","Passeriformes","Vireonidae","Vireo","bellii","arizonae","Vireo bellii arizonae","Passeriformes","Vireonidae","Vireo","bellii","arizonae","No","No","No"
"6511",21444,"Vireo bellii medius","Passeriformes","Vireonidae","Vireo","bellii","medius","Vireo bellii medius","Passeriformes","Vireonidae","Vireo","bellii","medius","No","No","No"
"6512",21445,"Vireo bellii belli","Passeriformes","Vireonidae","Vireo","bellii","belli","Vireo bellii bellii","Passeriformes","Vireonidae","Vireo","bellii","bellii","Yes","No","No"
