LACM,Collector,Taxon,Family,Order,Field,Sex,LAF,Age,SpecNat,Measurements,Gonads,Weight,Date,Year,Locality
120682,CALIFORNIA WILDLIFE CENTER,Regulus calendula cineraceus : Regulidae : Passeriformes - Subspecies,Regulidae,Passeriformes,14-3692,F,,,SN,W=57.5,"OV-1.5X0.5, SMOOTH",,12/7/2014,2014,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 0.000 N, 118 40 0.00 W"
120684,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,14-3402,M,,,SN,W=93,"LT=1.2X1; RT=1X1, PALE",,10/15/2014,2014,"CANOGA PARK : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 12 18.240 N, 118 36 2.55 W"
120687,CALIFORNIA WILDLIFE CENTER,Icterus cucullatus nelsoni : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,16-2884,F,8630,,SN,C=16.7; W=84; T=22.7,"OV=2.5X1.5, SMOOTH",18.2,8/11/2016,2016,11800 BLOCK DRADERA RD : SANTA ROSA : SONOMA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121197,CALIFORNIA WILDLIFE CENTER,Aphelocoma californica obscura : Corvidae : Passeriformes - Subspecies,Corvidae,Passeriformes,18-1123,F,9036,,SS,,"OV = ENLARGED, 3 FOLL=2 MM",52,5/18/2018,2018,"PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 10  N, 118 9  W"
121198,CALIFORNIA WILDLIFE CENTER,Melanerpes lewis : Picidae : Piciformes - Species,Picidae,Piciformes,18-1269,M,9033,,SS,,L+R T=5X4,52,5/6/2018,2018,"TORRANCE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 33 49 55.381 N, 118 20 5.695 W"
121199,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,18-3163,U,9039,,SS,,NOT FOUND,61,8/5/2018,2018,GRIFFITH PARK : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121200,CALIFORNIA WILDLIFE CENTER,Phainopepla nitens lepida : Bombycillidae : Passeriformes - Subspecies,Bombycillidae,Passeriformes,18-1534,F,9031,,SS,,OV=ENLARGED,19,5/15/2018,2018,10400 BLOCK FARRALON AVE : CHATSWORTH : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120586,CALIFORNIA WILDLIFE CENTER,Ixobrychus exilis hesperis : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,16-1757,F,8545,,SS,,"OV=11X4, GRANULAR",50,6/2/2016,2016,BROAD BEACH RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120588,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii californicus : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,16-1614,F,8541,,SS,,,55,5/26/2016,2016,3800 BLK CRESTHAVEN : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120589,CALIFORNIA WILDLIFE CENTER,Colaptes auratus collaris : Picidae : Piciformes - Subspecies,Picidae,Piciformes,16-0295,M,8546,,SS,,LT=5X2; RT=4X2,128,3/7/2016,2016,"GLENDALE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 8 34.229 N, 118 15 5.19 W"
120593,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,16-0052,F,8550,,SS,,"OV=3.5X2.0, SMOOTH",76,3/1/2016,2016,300 BLK N OAKHEART DR : BEVERLY HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120594,CALIFORNIA WILDLIFE CENTER,Myiarchus cinerascens cinerascens : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,16-0862,F,8557,,SS,,"OV=6X3, GRANULAR",,5/1/2016,2016,VIC LOS ANGELES CO/VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120595,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,16-1320,M,8558,,SS,,LT=10X10; RT=10X8,37,6/16/2016,2016,LANKERSHIM BLVD : STUDIO CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120596,CALIFORNIA WILDLIFE CENTER,Toxostoma redivivum redivivum : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,16-1694,M,8565,,SS,,LT=9X7; RT=8X6,66,5/30/2016,2016,TEMPLIN HWY : CASTAIC : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120597,CALIFORNIA WILDLIFE CENTER,Toxostoma redivivum redivivum : Mimidae : Passeriformes - Subspecies,Mimidae,Passeriformes,16-1647,M,8562,,SS,,LT=9X6; RT=7X5,62,4/28/2016,2016,7700 BLK LILAC LANE : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120598,CALIFORNIA WILDLIFE CENTER,Melozone crissalis senicula : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,16-0102,M,8563,,SS,,LT=6X3.5; RT=4X4,,3/5/2016,2016,14900 BLK REEDLEY ST : MOORPARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120622,CALIFORNIA WILDLIFE CENTER,Turdus migratorius propinquus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,16-931,M,8578,,SS,,L+R T=16X10,75,4/25/2016,2016,7700 BLK RUSTIC HILLS DR : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120623,CALIFORNIA WILDLIFE CENTER,Melozone crissalis senicula : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,16-285,U,8580,,SS,,NOT FOUND,34,3/8/2016,2016,20100 BLK OBSERVATION DR : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120624,CALIFORNIA WILDLIFE CENTER,Pipilo maculatus megalonyx : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,16-2160,F,8579,,SS,,"OV=9X5, L FOLL=1.5 MM",33,6/22/2016,2016,"ZUMIREZ DR : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
120636,CALIFORNIA WILDLIFE CENTER,Megascops kennicottii bendirei : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,16-3610,M,8598,,SS,,LT=6X3; RT=6X4,88,11/7/2016,2016,"VIC : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 8 40.189 N, 118 7 48.183 W"
120639,CALIFORNIA WILDLIFE CENTER,Sphyrapicus thyroideus thyroideus : Picidae : Piciformes - Subspecies,Picidae,Piciformes,16-3355,F,8597,,SS,,"OV=5X3, FINE GRANULAR",39.8,9/25/2016,2016,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 0.000 N, 118 40 0.00 W"
120644,CALIFORNIA WILDLIFE CENTER,Pelecanus erythrorhynchos : Pelecanidae : Pelecaniformes - Species,Pelecanidae,Pelecaniformes,16-3739,U,8594,,KB,C=352; W=564; T=115; TAIL=140,,5950,12/4/2016,2016,LAKE BALBOA : ENCINO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120651,CALIFORNIA WILDLIFE CENTER,Podiceps nigricollis californicus : Podicipedidae : Podicipediformes - Subspecies,Podicipedidae,Podicipediformes,16-3575,M,8609,,SS,,L+R T=4X2,145,10/28/2016,2016,LEO CARRILLO STATE BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120653,CALIFORNIA WILDLIFE CENTER,Falco sparverius sparverius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,16-2869,M,8622,,SS,,L+R T=2.5X1.5,105,9/7/2016,2016,"PASADENA VIC : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 10 0.000 N, 118 9  W"
120654,CALIFORNIA WILDLIFE CENTER,Falco columbarius columbarius : Falconidae : Falconiformes - Subspecies,Falconidae,Falconiformes,16-3652,F,8603,,SS,,"OV=8X4, GRANULAR",167,11/14/2016,2016,"MONROVIA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 12 0.003 N, 117 59 45.168 W"
120656,CALIFORNIA WILDLIFE CENTER,Thalasseus elegans : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,16-2564,M,8620,,SS,,LT=6X3; RT=5X2.5,211,7/19/2016,2016,MALIBU LAGOON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120665,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii ssp : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,16-0294,M,8586,,SN,W=145,L+R T=4X2.5,145,3/7/2016,2016,"PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 10  N, 118 9  W"
120853,CALIFORNIA WILDLIFE CENTER,Larus philadelphia : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,17-1,F,8762,,SS,,"OV=11X7, GRANULAR",112,1/1/2017,2017,MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121219,CALIFORNIA WILDLIFE CENTER,Myiarchus cinerascens cinerascens : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,18-3206,M,9061,,SS,,L+R T=2X1,19,8/8/2018,2018,180 BLOCK HEMET TRAIL : TOPANGA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121220,CALIFORNIA WILDLIFE CENTER,Tyrannus vociferans : Tyrannidae : Passeriformes - Species,Tyrannidae,Passeriformes,18-3081,M,9062,,FB,C=20.8,LT=6X2; RT=5X1.5,35.7,7/27/2018,2018,4500 BLOCK BEDILLION ST : EL SERENO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121221,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,18-1612,M,9058,,SS,,LT=8X6; RT=7X5X7.0,22,5/18/2018,2018,23900 BLOCK CAPISTRANO COURT : VALENCIA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121237,CALIFORNIA WILDLIFE CENTER,Puffinus griseus : Procellariidae : Procellariiformes - Species,Procellariidae,Procellariiformes,18-2650,F,9086,,SS,,"OV=11X9 (SOME FOLLICLES BLACK, SOME PALE)",477,7/2/2018,2018,ZUMA BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121216,CALIFORNIA WILDLIFE CENTER,Myiarchus cinerascens cinerascens : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,18-3337,M,9059,,SS,,LT=1.5X1.0,17.8,8/21/2018,2018,2700 BLOCK BAGLEY AVE : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120869,CALIFORNIA WILDLIFE CENTER,Regulus calendula cineraceus : Regulidae : Passeriformes - Subspecies,Regulidae,Passeriformes,16-3822,M,8753,,SS,,NOT FOUND,5,12/19/2016,2016,"SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 14.164 N, 118 26 42.328 W"
120871,CALIFORNIA WILDLIFE CENTER,Icterus bullockii ssp : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,17-697,M,8748,,,,LT=10X8; RT=8X5,27,4/2/2017,2017,"AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 7 46.929 N, 118 46 28.330 W"
120885,CALIFORNIA WILDLIFE CENTER,Catharus guttatus ssp : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,15-3595,M,8778,,SS,,"LT=2.5X1; RT=2X1, BLACK",23.5,10/26/2015,2015,23600 BLOCK MULHOLLAND : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120886,CALIFORNIA WILDLIFE CENTER,Dendroica coronata audoboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,15-3529,U,8776,,SS,,NOT FOUND,10.5,10/17/2015,2015,11900 BLOCK SALTAIR TERR : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121051,CALIFORNIA WILDLIFE CENTER,Melospiza lincolnii ssp : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,17-3831,U,8906,,SN,,NOT VISIBLE,,10/31/2017,2017,"WEST HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 11 7.929 N, 118 38 57.314 W"
121238,CALIFORNIA WILDLIFE CENTER,Ardea alba egretta : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,18-3685,M,9070,,SS,,"LT=5X3, BLACK; RT=4X2, PALE",900,9/22/2018,2018,"PARADISE COVE : MALIBU LAGOON : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 0.00 N, 118 39  W"
121215,CALIFORNIA WILDLIFE CENTER,Aeronautes saxatalis saxatalis : Apodidae : Apodiformes - Subspecies,Apodidae,Apodiformes,18-2733,M,9053,,SS,,"L+R T=5X2.5, PALE",29,7/6/2018,2018,5100 BLOCK GREENBUSH AVE : SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
120917,CALIFORNIA WILDLIFE CENTER,Larus californicus : Laridae : Charadriiformes - Species,Laridae,Charadriiformes,2502,M,,,SN,C=46.6; W=391; T=51.9; TAIL=158,LT=8X5; RT=9X4.5,574,1/3/2003,2003,LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121103,CALIFORNIA WILDLIFE CENTER,Troglodytes aedon parkmani : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,17-3578,F,8939,,SS,,"OV=2X1, SMOOTH",7.7,9/24/2017,2017,"MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 0.000 N, 118 40 0.00 W"
121101,CALIFORNIA WILDLIFE CENTER,Dendroica petechia ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,17-3446,F,8929,,SS,,OV=2X2,,9/12/2017,2017,"SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 0 30.638 N, 118 29 54.287 W"
121004,CALIFORNIA WILDLIFE CENTER,Sphyrapicus ruber daggetti : Picidae : Piciformes - Subspecies,Picidae,Piciformes,17-3892,M,8888,,SS,,L+R T=1.5X1.0,48,9/9/2017,2017,"HOLLYWOOD : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 5 36.044 N, 118 18 36.93 W"
121005,CALIFORNIA WILDLIFE CENTER,Sphyrapicus ruber daggetti : Picidae : Piciformes - Subspecies,Picidae,Piciformes,17-3811,F,8891,,SS,,"OV=4X3, GRANULAR",46.9,10/26/2017,2017,"LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34   N, 118 15  W"
121006,CALIFORNIA WILDLIFE CENTER,Sayornis nigricans semiatra : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,17-3658,F,8890,,SS,,OV=6X2,15,10/7/2017,2017,"ENCINO : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 10 2.545 N, 118 29 52.859 W"
121007,CALIFORNIA WILDLIFE CENTER,Sayornis nigricans semiatra : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,18-0918,U,8886,,SS,,NOT FOUND,14.5,4/18/2018,2018,WINNETKA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121008,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,17-4014,M,8892,,SS,,"L+R T=2X1, BLACK",20,12/26/2018,2018,"PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 8 40.189 N, 118 7 48.183 W"
121009,CALIFORNIA WILDLIFE CENTER,Regulus satrapa olivaceus : Regulidae : Passeriformes - Subspecies,Regulidae,Passeriformes,17-3863,M,8889,,SS,,"L+R T=2X1, PALE",4.2,11/3/2017,2017,NEWBURY PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121011,CALIFORNIA WILDLIFE CENTER,Sturnella neglecta : Icteridae : Passeriformes - Species,Icteridae,Passeriformes,17-3623,F,8885,,SS,,"OV=4.5X2.5, SLIGHTLY GRANULAR",49,9/28/2017,2017,"GLENDALE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 8 34.229 N, 118 15 5.19 W"
121012,CALIFORNIA WILDLIFE CENTER,Sturnella neglecta : Icteridae : Passeriformes - Species,Icteridae,Passeriformes,17-3826,M,8884,,SS,,L+R T=2X1,71.8,10/30/2017,2017,WEST LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121013,CALIFORNIA WILDLIFE CENTER,Sturnella neglecta : Icteridae : Passeriformes - Species,Icteridae,Passeriformes,17-3916,F,8883,,SS,,"OV=.0X2.5, SMOOTH",59.5,11/17/2017,2017,"AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 7 46.929 N, 118 46 28.330 W"
121230,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii ssp : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,18-3285,F,9078,,SS,W=139,"OV=3X4, SLIGHTLY GRANULAR",29.9,8/16/2018,2018,32400 BLOCK MULHOLLAND HWY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121231,CALIFORNIA WILDLIFE CENTER,Dendroica petechia ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,18-3737,M,9079,,SS,,L+R T=1X1,9,9/27/2018,2018,1600 BLOCK 18TH ST : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121188,CALIFORNIA WILDLIFE CENTER,Dendroica coronata auduboni : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,17-3816,F,9027,,SS,,L FOLL=<0.5MM,8,10/27/2017,2017,"SHERMAN OAKS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 9 14.164 N, 118 26 42.328 W"
121236,CALIFORNIA WILDLIFE CENTER,Fulmarus glacialis rodgersii : Procellariidae : Procellariiformes - Subspecies,Procellariidae,Procellariiformes,18-3256,F,9091,,SS,,"OV=8X3, GRANULAR",351,8/13/2018,2018,WESTWARD BEACH : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121244,CALIFORNIA WILDLIFE CENTER,Piranga ludoviciana : Emberizidae : Passeriformes - Species,Emberizidae,Passeriformes,18-1376,F,9085,,SS,,"OV=6X4, L FOLL=0.7X0.4",21,5/8/2018,2018,2100 BLOCK CLOVERFIELD : SANTA MONICA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121792,CALIFORNIA WILDLIFE CENTER,Sialia mexicana occidentalis : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,18-4218,M,9153,,SS,,LT=2.5X1.5; RT=1.5X1.5,21,12/28/2018,2018,TERRA BELLA ST AT OSBORNE ST : PACOIMA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121822,CALIFORNIA WILDLIFE CENTER,Wilsonia pusilla ssp : Parulidae : Passeriformes - Subspecies,Parulidae,Passeriformes,18-3506,F,9166,,SN,W=52,"OV=2X1, SMOOTH",4.8,9/6/2018,2018,PEPPERDINE UNIVERSITY : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121823,CALIFORNIA WILDLIFE CENTER,Melanerpes formicivorus bairdi : Picidae : Piciformes - Subspecies,Picidae,Piciformes,18-2352,M,,,SN,W=139,LT=2X1; RT=1.5X1,54.6,6/18/2018,2018,GRIFFITH PARK : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121824,CALIFORNIA WILDLIFE CENTER,Empidonax difficilis difficilis : Tyrannidae : Passeriformes - Subspecies,Tyrannidae,Passeriformes,18-3510,F,9163,,SN,C=10.1; W=60; TAIL=50,OV=4X1.5,,9/6/2018,2018,25700 BLOCK VISTA VERDE : CALABASAS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121825,CALIFORNIA WILDLIFE CENTER,Petrochelidon pyrrhonota ssp : Hirundinidae : Passeriformes - Subspecies,Hirundinidae,Passeriformes,14-0525,M,,,SN,W=104,LT=7X5; RT=6X5,22,4/1/2014,2014,5700 BLOCK BICKNELL AVE : VALLEY VILLAGE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121826,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,18-3433,M,9162,,SN,C=16.2; W=93; T=20.4; TAIL=72,LT=2X1; RT=1.5X1,45.1,9/7/2018,2018,4200 BLOCK ADAM RD : SIMI VALLEY : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121828,CALIFORNIA WILDLIFE CENTER,Icterus bullockii ssp : Icteridae : Passeriformes - Subspecies,Icteridae,Passeriformes,18-3412,F,9161,,SN,W=99; T=23.6; TAIL=83,"OV=3X2, SMOOTH",17.8,9/2/2018,2018,6800 ZUMIREZ RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121697,CALIFORNIA WILDLIFE CENTER,Phalacrocorax auritus albociliatus : Phalacrocoracidae : Pelecaniformes - Subspecies,Phalacrocoracidae,Pelecaniformes,18-2369,M,9115,,SS,,LT=11X4; RT=6X5,1400,6/18/2018,2018,"MALIBU COLONY RD : MALIBU : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 2 5.054 N, 118 44 7.540 W"
121698,CALIFORNIA WILDLIFE CENTER,Ardea alba egretta : Ardeidae : Ciconiiformes - Subspecies,Ardeidae,Pelecaniformes,18-3155,M,9118,,SS,,L+R T=8X4,533,8/3/2018,2018,4700 BLOCK LYNN RD : THOUSAND OAKS : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121699,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii ssp : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,18-3532,F,9104,,SS,,OV=6X7,35.3,9/10/2018,2018,700 BLOCK BOXTHORN AVE : NEWBURY PARK : VENTURA CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121700,CALIFORNIA WILDLIFE CENTER,Thryomanes bewickii correctus : Troglodytidae : Passeriformes - Subspecies,Troglodytidae,Passeriformes,18-3740,F,9116,,SS,,"OV=4X1.5, SMOOTH",6.8,9/28/2018,2018,5100 BLOCK CLARETON DR : AGOURA HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121701,CALIFORNIA WILDLIFE CENTER,Catharus guttatus guttatus : Muscicapidae : Passeriformes - Subspecies,Muscicapidae,Passeriformes,18-3819,U,9122,,SS,,NOT FOUND,22.2,10/7/2018,2018,11800 BLOCK OCEAN PARK BLVD : LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121702,CALIFORNIA WILDLIFE CENTER,Melospiza melodia cooperii : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,18-3142,M,9121,,SS,,"OV=2.5X1.5, SMOOTH",20.5,9/9/2018,2018,68OO BLOCK VALLEY CIRCLE BLVD : WEST HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
121703,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,17-3165,U,8940,,SS,,NOT VISIBLE,48.3,9/17/2017,2017,"WEST HILLS : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 11 7.929 N, 118 38 57.314 W"
121704,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,17-3610,F,8945,,SS,,"OV=3.0X2.5, SMOOTH",38,9/28/2017,2017,"LOS ANGELES : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 1 55.411 N, 118 18 5.94 W"
121705,CALIFORNIA WILDLIFE CENTER,Pheucticus melanocephalus maculatus : Emberizidae : Passeriformes - Subspecies,Emberizidae,Passeriformes,18-3682,U,9138,,SS,,NOT RECORDED,39.3,9/22/2018,2018,"CULVER CITY : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA : 34 1 0.000 N, 118 24  W"
123814,CALIFORNIA WILDLIFE CENTER,Patagioenas fasciata monilis : Columbidae : Columbiformes - Subspecies,Columbidae,Columbiformes,20-2950,M,,,SN,W=222,"LT = 15 X 7; RT = 12 X 7, PALE",406,9/19/2020,2020,HUNTINGTON AT MOUNTAIN AVE : DUARTE : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122085,CALIFORNIA WILDLIFE CENTER,Megascops kennicottii bendirei : Strigidae : Strigiformes - Subspecies,Strigidae,Strigiformes,19-3618,M,9322,,SS,,LT = 5 X 2; RT = 4 X 2; BLACK,118,11/3/2019,2019,LAKE AVE AT SACRAMENTO : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122086,CALIFORNIA WILDLIFE CENTER,Vireo gilvus swainsonii : Vireonidae : Passeriformes - Subspecies,Vireonidae,Passeriformes,19-3486,F,9339,,SS,,"OVARY=  2 X 1, SMOOTH",8.6,10/16/2019,2019,3400 BLOCK E CALIFORNIA BLVD : PASADENA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122087,CALIFORNIA WILDLIFE CENTER,Phalaenoptilus nuttallii ssp : Caprimulgidae : Caprimulgiformes - Subspecies,Caprimulgidae,Caprimulgiformes,19-3674,F,9341,,SS,,OVARY = 5 X 4; SLIGHTLY GRANULAR,38.5,11/20/2019,2019,ALMANSOR ST AT MISSION RD : ALHAMBRA : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
122088,CALIFORNIA WILDLIFE CENTER,Aeronautes saxatalis saxatalis : Apodidae : Apodiformes - Subspecies,Apodidae,Apodiformes,19-3027,F,9334,,SS,,OVARY= 2 X 1; SMOOTH,20,8/23/2019,2019,14000 BLOCK N SADDLE RIDGE RD : SYLMAR : LOS ANGELES CO : CALIFORNIA : UNITED STATES : NORTH AMERICA
